,item,articleDE,articleEN,location,distance,lat,lon,sitelinks,thing,itemLabel,thingLabel,tier,color
29,http://www.wikidata.org/entity/Q5623269,,https://en.wikipedia.org/wiki/Gwalior_inscription_of_Mihirakula,Point(78.178024 26.221521),2.857,26.221521,78.178024,3,http://www.wikidata.org/entity/Q618123,Gwalior inscription of Mihirakula,geographical feature,C,yellow
30,http://www.wikidata.org/entity/Q7283915,,https://en.wikipedia.org/wiki/Rail_Spring_Karkhana,Point(78.186611111 26.143530555),7.302,26.143530555556,78.186611111111,3,http://www.wikidata.org/entity/Q83405,Rail Spring Karkhana,factory,C,yellow
33,http://www.wikidata.org/entity/Q16885121,,https://en.wikipedia.org/wiki/Rajmata_Vijayaraje_Scindia_Krishi_Vishwa_Vidyalaya,Point(78.198244444 26.219208333),4.427,26.219208333333,78.198244444444,3,http://www.wikidata.org/entity/Q3918,Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya,university,C,yellow
34,http://www.wikidata.org/entity/Q44545847,,"https://en.wikipedia.org/wiki/Chaturbhuj_Temple,_Gwalior",Point(78.16993252 26.23087537),3.269,26.23087537,78.16993252,3,http://www.wikidata.org/entity/Q842402,Chaturbhuj Temple,Hindu temple,C,yellow
35,http://www.wikidata.org/entity/Q4682567,,https://en.wikipedia.org/wiki/Adhyatma_Niketan,Point(78.1 26.14),9.109,26.14,78.1,2,http://www.wikidata.org/entity/Q466449,Adhyatma Niketan,ashram,C,yellow
40,http://www.wikidata.org/entity/Q7433922,,https://en.wikipedia.org/wiki/Scindia_Kanya_Vidyalaya,Point(78.1785 26.2094),2.201,26.2094,78.1785,2,http://www.wikidata.org/entity/Q269770,Scindia Kanya Vidyalaya,boarding school,C,yellow
41,http://www.wikidata.org/entity/Q12068524,,https://en.wikipedia.org/wiki/Scindia_School,Point(78.1672 26.2175),1.819,26.2175,78.1672,2,http://www.wikidata.org/entity/Q269770,Scindia School,boarding school,C,yellow
43,http://www.wikidata.org/entity/Q17141350,,https://en.wikipedia.org/wiki/Usha_Kiran_Palace,Point(78.166 26.204),0.862,26.204,78.166,2,http://www.wikidata.org/entity/Q41176,Usha Kiran Palace,building,C,yellow
44,http://www.wikidata.org/entity/Q18127108,,https://en.wikipedia.org/wiki/Lakshmibai_National_Institute_of_Physical_Education,Point(78.193241666 26.220397222),4.031,26.220397222222,78.193241666667,2,http://www.wikidata.org/entity/Q3918,Lakshmibai National University of Physical Education,university,C,yellow
46,http://www.wikidata.org/entity/Q30624894,,https://en.wikipedia.org/wiki/Gwalior_West,Point(78.23055556 26.2375),8.21,26.239,78.0766,2,http://www.wikidata.org/entity/Q188509,Gwalior West,suburb,C,yellow
52,http://www.wikidata.org/entity/Q11920883,,,Point(78.166666666 26.22),2.034,26.22,78.166666666667,1,http://www.wikidata.org/entity/Q3253281,Q11920883,artificial pond,D,blue
53,http://www.wikidata.org/entity/Q11920888,,,Point(78.163333333 26.225),2.439,26.225,78.163333333333,1,http://www.wikidata.org/entity/Q3253281,Q11920888,artificial pond,D,blue
54,http://www.wikidata.org/entity/Q11920889,,,Point(78.163611111 26.213055555),1.21,26.213055555556,78.163611111111,1,http://www.wikidata.org/entity/Q3253281,Q11920889,artificial pond,D,blue
55,http://www.wikidata.org/entity/Q11934867,,,Point(78.1 26.1),12.876,26.1,78.1,1,http://www.wikidata.org/entity/Q3257686,Q11934867,locality,D,blue
56,http://www.wikidata.org/entity/Q18351583,,"https://en.wikipedia.org/wiki/Maharaj_Bada,_Gwalior",Point(78.1487 26.1994),0.989,26.1994,78.1487,1,http://www.wikidata.org/entity/Q15642541,"Maharaj Bada, Gwalior",human-geographic territorial entity,D,blue
57,http://www.wikidata.org/entity/Q19368127,,,Point(78.1706 26.2341),3.626,26.2341,78.1706,1,http://www.wikidata.org/entity/Q16560,Q19368127,palace,D,blue
58,http://www.wikidata.org/entity/Q19894143,,,Point(78.2306 26.2375),8.214,26.2375,78.2306,1,http://www.wikidata.org/entity/Q15642541,"Morar, Gwalior district",human-geographic territorial entity,D,blue
59,http://www.wikidata.org/entity/Q19899017,,https://en.wikipedia.org/wiki/Lashkar_Gwalior,Point(78.2306 26.2375),8.214,26.2375,78.2306,1,http://www.wikidata.org/entity/Q15642541,Lashkar Gwalior,human-geographic territorial entity,D,blue
60,http://www.wikidata.org/entity/Q21076410,,,Point(78.163055555 26.220833333),1.985,26.220833333333,78.163055555556,1,http://www.wikidata.org/entity/Q3253281,Q21076410,artificial pond,D,blue
61,http://www.wikidata.org/entity/Q21076449,,,Point(78.169166666 26.233333333),3.496,26.233333333333,78.169166666667,1,http://www.wikidata.org/entity/Q3253281,Q21076449,artificial pond,D,blue
62,http://www.wikidata.org/entity/Q21076569,,,Point(78.166944444 26.223055555),2.352,26.223055555556,78.166944444444,1,http://www.wikidata.org/entity/Q3253281,Q21076569,artificial pond,D,blue
63,http://www.wikidata.org/entity/Q22080743,,"https://en.wikipedia.org/wiki/Amity_University,_Gwalior",Point(78.228293 26.272686),10.433,26.272686,78.228293,1,http://www.wikidata.org/entity/Q4671277,"Amity University, Gwalior",academic institution,D,blue
64,http://www.wikidata.org/entity/Q24747998,,https://en.wikipedia.org/wiki/Mahadji_Scindia_Sports_Complex,Point(78.19472222 26.20111111),3.738,26.20111111,78.19472222,1,http://www.wikidata.org/entity/Q682943,Mahadji Scindia Sports Complex,cricket field,D,blue
65,http://www.wikidata.org/entity/Q24748069,,https://en.wikipedia.org/wiki/LCPE_Ground,Point(78.197 26.222),4.446,26.222,78.197,1,http://www.wikidata.org/entity/Q682943,LCPE Ground,cricket field,D,blue
68,http://www.wikidata.org/entity/Q26802583,,,Point(78.288333333 26.2625),14.606,26.2625,78.288333333333,1,http://www.wikidata.org/entity/Q12284,Bīrampura Minor,canal,D,blue
69,http://www.wikidata.org/entity/Q26802584,,,Point(78.249722222 26.254166666),10.785,26.254166666667,78.249722222222,1,http://www.wikidata.org/entity/Q12284,Behta Canal,canal,D,blue
71,http://www.wikidata.org/entity/Q33129729,,,Point(78.216666666 26.283333333),10.646,26.283333333333,78.216666666667,1,http://www.wikidata.org/entity/Q1210950,Mahārājpur Channel,channel,D,blue
72,http://www.wikidata.org/entity/Q33290888,,,Point(78.133333333 26.25),5.676,26.25,78.133333333333,1,http://www.wikidata.org/entity/Q187223,Moti Jhīl,lagoon,D,blue
73,http://www.wikidata.org/entity/Q60751780,,https://en.wikipedia.org/wiki/Maharani_Laxmi_Bai_Govt._College_of_Excellence,Point(78.1636051 26.1971237),0.963,26.1971237,78.1636051,1,http://www.wikidata.org/entity/Q811979,Maharani Laxmi Bai Govt. College of Excellence,architectural structure,D,blue
75,http://www.wikidata.org/entity/Q66104568,,,Point(78.167312 26.220312),2.094,26.220312,78.167312,1,http://www.wikidata.org/entity/Q337986,Gurdwara Data Bandi Chhor Sahib Qila Gwalior,gurdwara,D,blue
76,http://www.wikidata.org/entity/Q97101094,,,Point(78.169534092 26.231559314),3.325,26.231559314552,78.169534092848,1,http://www.wikidata.org/entity/Q16560,Vikram mahal,palace,D,blue
77,http://www.wikidata.org/entity/Q97101092,,,Point(78.169008144 26.231639493),3.314,26.231639493661,78.169008144403,1,http://www.wikidata.org/entity/Q16560,Karnamahal,palace,D,blue
78,http://www.wikidata.org/entity/Q97946703,,,Point(78.17976111 26.23184444),3.843,26.23184444,78.17976111,1,http://www.wikidata.org/entity/Q381885,Tomb of Mohammad Ghauz,tomb,D,blue
79,http://www.wikidata.org/entity/Q97946701,,,Point(78.17935551 26.2314609),3.785,26.2314609,78.17935551,1,http://www.wikidata.org/entity/Q381885,Tomb of Tansen and two mosque's,tomb,D,blue
80,http://www.wikidata.org/entity/Q97961874,,,Point(78.16913125 26.23011962),3.161,26.23011962,78.16913125,1,http://www.wikidata.org/entity/Q16560,Man Singh Palace,palace,D,blue
81,http://www.wikidata.org/entity/Q107094445,,,Point(78.169397661 26.209996625),1.388,26.209996625695,78.169397661968,1,http://www.wikidata.org/entity/Q43501,Gandhi Zoological Park,zoo,D,blue
82,http://www.wikidata.org/entity/Q115599274,,,Point(78.218638888 26.236444444),7.113,26.236444444444,78.218638888889,1,http://www.wikidata.org/entity/Q842402,"Surya Mandir, Gwalior",Hindu temple,D,blue
83,http://www.wikidata.org/entity/Q115599744,,,Point(78.167660692 26.222823258),2.359,26.22282325887,78.167660692596,1,http://www.wikidata.org/entity/Q842402,"Bhagawati Mata Mandir, Gwalior Fort",Hindu temple,D,blue
84,http://www.wikidata.org/entity/Q115606583,,,Point(78.166416666 26.226194444),2.657,26.226194444444,78.166416666667,1,http://www.wikidata.org/entity/Q84015776,Gopachal,historic landmark,D,blue
85,http://www.wikidata.org/entity/Q126736814,,https://en.wikipedia.org/wiki/Siege_of_Gwalior_(1518),Point(78.1772 26.2124),2.202,26.2124,78.1772,1,http://www.wikidata.org/entity/Q180684,Siege of Gwalior,conflict,D,blue
