,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,item,articleDE,location,distance,sitelinks,thing,articleEN,to_drop_key
204,https://www.atlasobscura.com/places/gehry-buildings-dusseldorf-harbor,51.216605,6.760193,"
The Gehry Buildings of Dusseldorf Harbor
","
Twisted buildings adorn the banks of the Rhine river.
",atlas_obscura,gold,,,,,,,,,,,,"(51.216605, 6.760193)"
332,https://www.atlasobscura.com/places/c-und-o-vogt-institue-brain-research-collection,51.193819,6.792072,"
C. und O. Vogt Institue of Brain Research Collection
","
A varied collection of brains in alcohol.
",atlas_obscura,gold,,,,,,,,,,,,"(51.193819, 6.792072)"
353,https://www.atlasobscura.com/places/museumsinsel-hombroich,51.147773,6.659504,"
Museumsinsel Hombroich
","
Be it nature, art, or abandoned military architecture this eclectic German ""museum"" has you covered.
",atlas_obscura,gold,,,,,,,,,,,,"(51.147773, 6.659504)"
358,https://www.atlasobscura.com/places/rheinturm,51.217942,6.76168,"
Rheinturm
","
This futuristic German television spire is actually the world's largest digital clock.
443,,51.2136,6.78644,St. Antonius (Düsseldorf-Friedrichstadt),,C,yellow,,,church building,,http://www.wikidata.org/entity/Q15881976,https://de.wikipedia.org/wiki/St._Antonius_(D%C3%BCsseldorf-Friedrichstadt),Point(6.78644 51.2136),1.49,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2136', '6.78644')"
444,,51.2222,6.77311,Heinrich-Heine-Institut,,C,yellow,,,collection,,http://www.wikidata.org/entity/Q1596405,https://de.wikipedia.org/wiki/Heinrich-Heine-Institut,Point(6.77311 51.2222),0.42,3.0,http://www.wikidata.org/entity/Q2668072,,"('51.2222', '6.77311')"
446,,51.2975,6.84833,Minorite Monastery Ratingen,,C,yellow,,,building complex,,http://www.wikidata.org/entity/Q1611478,https://de.wikipedia.org/wiki/Minoritenkloster_Ratingen,Point(6.84833 51.2975),9.454,3.0,http://www.wikidata.org/entity/Q1497364,,"('51.2975', '6.84833')"
449,,51.2467,6.77934,Sacred-Heart-Church,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1614954,https://de.wikipedia.org/wiki/Herz-Jesu-Kirche_(D%C3%BCsseldorf-Derendorf),Point(6.77934 51.2467),2.377,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2467', '6.77934')"
450,,51.1833,6.96667,Hildener Heide,,C,yellow,,,forest,,http://www.wikidata.org/entity/Q1618437,https://de.wikipedia.org/wiki/Hildener_Heide,Point(6.96667 51.1833),14.063,3.0,http://www.wikidata.org/entity/Q4421,,"('51.1833', '6.96667')"
452,,51.23,6.78133,Hofgärtnerhaus Düsseldorf,,C,yellow,,,building,,http://www.wikidata.org/entity/Q1623109,https://de.wikipedia.org/wiki/Hofg%C3%A4rtnerhaus_D%C3%BCsseldorf,Point(6.78133 51.23),0.619,3.0,http://www.wikidata.org/entity/Q41176,,"('51.23', '6.78133')"
453,,51.2934,6.9277,Ratingen-Homberg,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1625856,https://de.wikipedia.org/wiki/Ratingen-Homberg,Point(6.9277 51.2934),12.966,3.0,http://www.wikidata.org/entity/Q253019,https://en.wikipedia.org/wiki/Ratingen-Homberg,"('51.2934', '6.9277')"
454,,51.2206,6.7852,Hotel „Römischer Kaiser“,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1631110,https://de.wikipedia.org/wiki/Hotel_%E2%80%9ER%C3%B6mischer_Kaiser%E2%80%9C,Point(6.7852 51.2206),0.817,3.0,http://www.wikidata.org/entity/Q811979,https://en.wikipedia.org/wiki/Hotel_R%C3%B6mischer_Kaiser,"('51.2206', '6.7852')"
455,,51.256666666667,6.9108333333333,Hubbelrath,,C,yellow,,,locality of Düsseldorf,,http://www.wikidata.org/entity/Q1632960,https://de.wikipedia.org/wiki/Hubbelrath,Point(6.910833333 51.256666666),9.988,3.0,http://www.wikidata.org/entity/Q1852178,https://en.wikipedia.org/wiki/Hubbelrath,"('51.256666666667', '6.9108333333333')"
457,,51.228679,6.785737,Goltsteinstraße,,C,yellow,,,street,,http://www.wikidata.org/entity/Q25089305,https://de.wikipedia.org/wiki/Goltsteinstra%C3%9Fe_(D%C3%BCsseldorf),Point(6.785737 51.228679),0.751,3.0,http://www.wikidata.org/entity/Q79007,,"('51.228679', '6.785737')"
458,,51.22822,6.778934,Golden Bridge,,C,yellow,,,footbridge,,http://www.wikidata.org/entity/Q25089923,https://de.wikipedia.org/wiki/Goldene_Br%C3%BCcke_(D%C3%BCsseldorf),Point(6.778934 51.22822),0.363,3.0,http://www.wikidata.org/entity/Q1068842,https://en.wikipedia.org/wiki/Golden_Bridge_(Germany),"('51.22822', '6.778934')"
459,,51.1175,6.89111,Baumberg,,C,yellow,,,quarter,,http://www.wikidata.org/entity/Q811521,https://de.wikipedia.org/wiki/Baumberg_(Monheim_am_Rhein),Point(6.89111 51.1175),14.422,3.0,http://www.wikidata.org/entity/Q2983893,https://en.wikipedia.org/wiki/Baumberg,"('51.1175', '6.89111')"
460,,51.2268,6.77856,Steigenberger Parkhotel Düsseldorf,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1377459,https://de.wikipedia.org/wiki/Parkhotel_(D%C3%BCsseldorf),Point(6.77856 51.2268),0.221,3.0,http://www.wikidata.org/entity/Q811979,https://en.wikipedia.org/wiki/Steigenberger_Parkhotel_D%C3%BCsseldorf,"('51.2268', '6.77856')"
461,,51.2258,6.77202,Jan-Wellem-Reiterstandbild,,C,yellow,,,statue,,http://www.wikidata.org/entity/Q1380111,https://de.wikipedia.org/wiki/Jan-Wellem-Reiterdenkmal,Point(6.77202 51.2258),0.302,3.0,http://www.wikidata.org/entity/Q179700,,"('51.2258', '6.77202')"
462,,51.3067,6.67972,Lank-Latum,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1387208,https://de.wikipedia.org/wiki/Lank-Latum,Point(6.67972 51.3067),11.264,3.0,http://www.wikidata.org/entity/Q253019,,"('51.3067', '6.67972')"
463,,51.1662,6.80393,St. Nikolaus,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1408855,https://de.wikipedia.org/wiki/St._Nikolaus_(D%C3%BCsseldorf-Himmelgeist),Point(6.80393 51.1662),6.858,3.0,http://www.wikidata.org/entity/Q16970,,"('51.1662', '6.80393')"
464,,51.3308,6.83306,Q1408935,,C,yellow,,,watermill,,http://www.wikidata.org/entity/Q1408935,https://de.wikipedia.org/wiki/Helpensteinm%C3%BChle,Point(6.83306 51.3308),12.366,3.0,http://www.wikidata.org/entity/Q185187,,"('51.3308', '6.83306')"
466,,51.226,6.77794,"Königliches Gymnasium, Alleestraße 32",,C,yellow,,,school building,,http://www.wikidata.org/entity/Q1419424,https://de.wikipedia.org/wiki/K%C3%B6nigliches_Gymnasium_(D%C3%BCsseldorf),Point(6.77794 51.226),0.131,3.0,http://www.wikidata.org/entity/Q1244442,,"('51.226', '6.77794')"
468,,51.3211,6.73851,St. Remigius,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1422787,https://de.wikipedia.org/wiki/St._Remigius_(D%C3%BCsseldorf-Wittlaer),Point(6.73851 51.3211),10.961,3.0,http://www.wikidata.org/entity/Q16970,,"('51.3211', '6.73851')"
469,,51.2269,6.81306,Flingern,,C,yellow,,,locality of Düsseldorf,,http://www.wikidata.org/entity/Q1428808,https://de.wikipedia.org/wiki/Flingern,Point(6.81306 51.2269),2.564,3.0,http://www.wikidata.org/entity/Q1852178,https://en.wikipedia.org/wiki/Flingern,"('51.2269', '6.81306')"
470,,51.278055555556,6.705,Flughafenbrücke,,C,yellow,,,cable-stayed bridge,,http://www.wikidata.org/entity/Q1433327,https://de.wikipedia.org/wiki/Flughafenbr%C3%BCcke,Point(6.705 51.278055555),7.675,3.0,http://www.wikidata.org/entity/Q158555,,"('51.278055555556', '6.705')"
472,,51.223,6.7808,Steinstraße/Königsallee,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q1434716,https://de.wikipedia.org/wiki/U-Bahnhof_Steinstra%C3%9Fe/K%C3%B6nigsallee,Point(6.7808 51.223),0.411,3.0,http://www.wikidata.org/entity/Q2175765,https://en.wikipedia.org/wiki/Steinstra%C3%9Fe/K%C3%B6nigsallee_station,"('51.223', '6.7808')"
474,,51.22834,6.56131,Q64627075,,C,yellow,,,river,,http://www.wikidata.org/entity/Q64627075,https://de.wikipedia.org/wiki/J%C3%BCchener_Bach,Point(6.56131 51.22834),14.975,3.0,http://www.wikidata.org/entity/Q4022,,"('51.22834', '6.56131')"
476,,51.2192,6.8096,Kiefernstraße,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q1740915,https://de.wikipedia.org/wiki/Kiefernstra%C3%9Fe_(D%C3%BCsseldorf),Point(6.8096 51.2192),2.418,3.0,http://www.wikidata.org/entity/Q811979,https://en.wikipedia.org/wiki/Kiefernstra%C3%9Fe,"('51.2192', '6.8096')"
477,,51.1547,6.67948,Kloster Eppinghoven,,C,yellow,,,religious community,,http://www.wikidata.org/entity/Q1775199,https://de.wikipedia.org/wiki/Kloster_Eppinghoven,Point(6.67948 51.1547),10.36,3.0,http://www.wikidata.org/entity/Q2742167,,"('51.1547', '6.67948')"
479,,51.2228,6.78333,Komödie Düsseldorf,,C,yellow,,,theatre building,,http://www.wikidata.org/entity/Q1781091,https://de.wikipedia.org/wiki/Kom%C3%B6die_D%C3%BCsseldorf,Point(6.78333 51.2228),0.568,3.0,http://www.wikidata.org/entity/Q24354,https://en.wikipedia.org/wiki/Kom%C3%B6die_D%C3%BCsseldorf,"('51.2228', '6.78333')"
480,,51.2253,6.78139,Schadow-Arkaden,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2229888,https://de.wikipedia.org/wiki/Schadow-Arkaden,Point(6.78139 51.2253),0.354,3.0,http://www.wikidata.org/entity/Q811979,,"('51.2253', '6.78139')"
481,,51.2201,6.77586,Schauspielhaus Düsseldorf,,C,yellow,,,theatre building,,http://www.wikidata.org/entity/Q2232125,https://de.wikipedia.org/wiki/Schauspielhaus_D%C3%BCsseldorf,Point(6.77586 51.2201),0.59,3.0,http://www.wikidata.org/entity/Q24354,https://en.wikipedia.org/wiki/Altes_Schauspielhausgeb%C3%A4ude_D%C3%BCsseldorf,"('51.2201', '6.77586')"
482,,51.1752,6.82587,Elbroich,,C,yellow,,,château,,http://www.wikidata.org/entity/Q2240799,https://de.wikipedia.org/wiki/Schloss_Elbroich,Point(6.82587 51.1752),6.563,3.0,http://www.wikidata.org/entity/Q751876,,"('51.1752', '6.82587')"
483,,51.1672,6.86676,Schloss-Gymnasium Benrath,,C,yellow,,,Gymnasium in Germany,,http://www.wikidata.org/entity/Q2244790,https://de.wikipedia.org/wiki/Schlo%C3%9F-Gymnasium_Benrath,Point(6.86676 51.1672),9.033,3.0,http://www.wikidata.org/entity/Q1542966,,"('51.1672', '6.86676')"
485,,51.2392,6.77635,St. Adolfus,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2316838,https://de.wikipedia.org/wiki/St._Adolfus_(D%C3%BCsseldorf-Pempelfort),Point(6.77635 51.2392),1.534,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2392', '6.77635')"
486,,51.18,6.87553,St. Anthony,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2317247,https://de.wikipedia.org/wiki/St._Antonius_(D%C3%BCsseldorf-Hassels),Point(6.87553 51.18),8.559,3.0,http://www.wikidata.org/entity/Q16970,,"('51.18', '6.87553')"
487,,51.231,6.75434,St. Anthony,,C,yellow,,,parish church,,http://www.wikidata.org/entity/Q2317253,https://de.wikipedia.org/wiki/St._Antonius_(D%C3%BCsseldorf-Oberkassel),Point(6.75434 51.231),1.652,3.0,http://www.wikidata.org/entity/Q317557,,"('51.231', '6.75434')"
488,,51.2129,6.79504,St. Apollinaris,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2317361,https://de.wikipedia.org/wiki/St._Apollinaris_(D%C3%BCsseldorf),Point(6.79504 51.2129),1.906,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2129', '6.79504')"
489,,51.1631,6.87393,St. Cäcilia,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2317958,https://de.wikipedia.org/wiki/St._C%C3%A4cilia_(D%C3%BCsseldorf-Benrath),Point(6.87393 51.1631),9.708,3.0,http://www.wikidata.org/entity/Q16970,,"('51.1631', '6.87393')"
490,,51.23292,6.63824,Q17521428,,C,yellow,,,interchange,,http://www.wikidata.org/entity/Q17521428,https://de.wikipedia.org/wiki/Autobahnkreuz_Kaarst,Point(6.63824 51.23292),9.65,3.0,http://www.wikidata.org/entity/Q2376564,,"('51.23292', '6.63824')"
491,,51.318568888889,6.7894780555556,Angermunder See,,C,yellow,,,lake,,http://www.wikidata.org/entity/Q18616315,https://de.wikipedia.org/wiki/Angermunder_See,Point(6.789478055 51.318568888),10.4,3.0,http://www.wikidata.org/entity/Q23397,,"('51.318568888889', '6.7894780555556')"
492,,51.22961111,6.78911111,Malkasten Park,,C,yellow,,,park,,http://www.wikidata.org/entity/Q21037303,https://de.wikipedia.org/wiki/Malkastenpark,Point(6.78911111 51.22961111),1.007,3.0,http://www.wikidata.org/entity/Q22698,https://en.wikipedia.org/wiki/Malkastenpark,"('51.22961111', '6.78911111')"
493,,51.2389,6.77219,Dusseldorf Higher Regional Court,,C,yellow,,,Oberlandesgericht,,http://www.wikidata.org/entity/Q1479788,https://de.wikipedia.org/wiki/Oberlandesgericht_D%C3%BCsseldorf,Point(6.77219 51.2389),1.528,3.0,http://www.wikidata.org/entity/Q452543,,"('51.2389', '6.77219')"
494,,51.2396,6.77325,Victoriaplatz/Klever Straße,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q1484267,https://de.wikipedia.org/wiki/U-Bahnhof_ERGO-Platz/Klever_Stra%C3%9Fe,Point(6.77325 51.2396),1.593,3.0,http://www.wikidata.org/entity/Q2175765,https://en.wikipedia.org/wiki/ERGO-Platz/Klever_Stra%C3%9Fe_station,"('51.2396', '6.77325')"
496,,51.3594,6.75847,Haus Böckum,,C,yellow,,,water castle,,http://www.wikidata.org/entity/Q1590010,https://de.wikipedia.org/wiki/Haus_B%C3%B6ckum,Point(6.75847 51.3594),14.951,3.0,http://www.wikidata.org/entity/Q615810,,"('51.3594', '6.75847')"
497,,51.2917,6.88523,manor Rommeljans,,C,yellow,,,manor estate,,http://www.wikidata.org/entity/Q1590464,https://de.wikipedia.org/wiki/Haus_Rommeljans,Point(6.88523 51.2917),10.573,3.0,http://www.wikidata.org/entity/Q2116450,,"('51.2917', '6.88523')"
498,,51.228,6.7770277777778,Heinrich-Heine-Allee,,C,yellow,,,street,,http://www.wikidata.org/entity/Q1596386,https://de.wikipedia.org/wiki/Heinrich-Heine-Allee_(D%C3%BCsseldorf),Point(6.777027777 51.228),0.293,3.0,http://www.wikidata.org/entity/Q79007,,"('51.228', '6.7770277777778')"
499,,51.21938,6.77334,Heinrich Heine monument,,C,yellow,,,sculpture,,http://www.wikidata.org/entity/Q1596390,https://de.wikipedia.org/wiki/Heinrich-Heine-Denkmal_(D%C3%BCsseldorf),Point(6.77334 51.21938),0.701,3.0,http://www.wikidata.org/entity/Q860861,,"('51.21938', '6.77334')"
501,,51.1712,6.92971,Q1955242,,C,yellow,,,music school,,http://www.wikidata.org/entity/Q1955242,https://de.wikipedia.org/wiki/Musikschule_Hilden,Point(6.92971 51.1712),12.27,3.0,http://www.wikidata.org/entity/Q1021290,,"('51.1712', '6.92971')"
502,,51.2214,6.77826,Neckereibrunnen Düsseldorf,,C,yellow,,,water well,,http://www.wikidata.org/entity/Q1973779,https://de.wikipedia.org/wiki/Neckereibrunnen,Point(6.77826 51.2214),0.465,3.0,http://www.wikidata.org/entity/Q43483,,"('51.2214', '6.77826')"
503,,51.3038,6.62759,Ossum-Bösinghoven,,C,yellow,,,quarter,,http://www.wikidata.org/entity/Q2034752,https://de.wikipedia.org/wiki/Ossum-B%C3%B6singhoven,Point(6.62759 51.3038),13.53,3.0,http://www.wikidata.org/entity/Q2983893,,"('51.3038', '6.62759')"
504,,51.269166666667,6.6202777777778,Osterath,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q2035124,https://de.wikipedia.org/wiki/Osterath,Point(6.620277777 51.269166666),11.901,3.0,http://www.wikidata.org/entity/Q253019,,"('51.269166666667', '6.6202777777778')"
506,,51.18045,6.66909,Q2052208,,C,yellow,,,interchange,,http://www.wikidata.org/entity/Q2052208,https://de.wikipedia.org/wiki/Autobahnkreuz_Neuss-West,Point(6.66909 51.18045),8.988,3.0,http://www.wikidata.org/entity/Q2376564,,"('51.18045', '6.66909')"
507,,51.2873,6.78101,Chartreuse de Hain,,C,yellow,,,Carthusian monastery,,http://www.wikidata.org/entity/Q1734524,https://de.wikipedia.org/wiki/Kartause_Maria_Hain,Point(6.78101 51.2873),6.89,3.0,http://www.wikidata.org/entity/Q15823129,,"('51.2873', '6.78101')"
508,,51.1751,6.76654,Reckenberg Roman Watchtower,,C,yellow,,,castellum,,http://www.wikidata.org/entity/Q1746901,https://de.wikipedia.org/wiki/Kleinkastell_am_Reckberg,Point(6.76654 51.1751),5.634,3.0,http://www.wikidata.org/entity/Q89477,,"('51.1751', '6.76654')"
510,,51.1995,6.79013,Albert Mooren fountain,,C,yellow,,,fountain,,http://www.wikidata.org/entity/Q1748114,https://de.wikipedia.org/wiki/Albert-Mooren-Brunnen,Point(6.79013 51.1995),3.037,3.0,http://www.wikidata.org/entity/Q483453,,"('51.1995', '6.79013')"
511,,51.2272,6.77556,Kom(m)ödchen,,C,yellow,,,theatre building,,http://www.wikidata.org/entity/Q1779736,https://de.wikipedia.org/wiki/Kom(m)%C3%B6dchen,Point(6.77556 51.2272),0.207,3.0,http://www.wikidata.org/entity/Q24354,https://en.wikipedia.org/wiki/Kom(m)%C3%B6dchen,"('51.2272', '6.77556')"
512,,51.222,6.91358,Sankt Johannes der Täufer (Erkrath),,C,yellow,,,parish church,,http://www.wikidata.org/entity/Q2319400,https://de.wikipedia.org/wiki/St._Johannes_der_T%C3%A4ufer_(Erkrath),Point(6.91358 51.222),9.566,3.0,http://www.wikidata.org/entity/Q317557,,"('51.222', '6.91358')"
515,,51.2598,6.6331,Meerbusch train crash,,C,yellow,,,rear-end collision,,http://www.wikidata.org/entity/Q44906517,https://de.wikipedia.org/wiki/Eisenbahnunfall_von_Meerbusch-Osterath,Point(6.6331 51.2598),10.677,3.0,http://www.wikidata.org/entity/Q375102,https://en.wikipedia.org/wiki/Meerbusch_train_crash,"('51.2598', '6.6331')"
517,,51.1575293,6.8654225,Schlosspark Benrath,,C,yellow,,,protected area,,http://www.wikidata.org/entity/Q59975890,https://de.wikipedia.org/wiki/Naturschutzgebiet_Schlosspark_Benrath,Point(6.8654225 51.1575293),9.773,3.0,http://www.wikidata.org/entity/Q473972,,"('51.1575293', '6.8654225')"
519,,51.2515,6.75778,Kriegerdenkmal,,C,yellow,,,war memorial,,http://www.wikidata.org/entity/Q1788611,https://de.wikipedia.org/wiki/Kriegerdenkmal_(D%C3%BCsseldorf-Golzheim),Point(6.75778 51.2515),3.176,3.0,http://www.wikidata.org/entity/Q575759,,"('51.2515', '6.75778')"
521,,51.2242,6.95056,Kunstweg MenschenSpuren,,C,yellow,,,sculpture trail,,http://www.wikidata.org/entity/Q1792692,https://de.wikipedia.org/wiki/Kunstweg_MenschenSpuren,Point(6.95056 51.2242),12.134,3.0,http://www.wikidata.org/entity/Q2293148,,"('51.2242', '6.95056')"
523,,51.1839,6.71748,Fossa Sanguinis,,C,yellow,,,archaeological site,,http://www.wikidata.org/entity/Q1794981,https://de.wikipedia.org/wiki/Kybele-Kultst%C3%A4tte_(Neuss),Point(6.71748 51.1839),6.172,3.0,http://www.wikidata.org/entity/Q839954,,"('51.1839', '6.71748')"
524,,51.2217,6.78083,Kö-Galerie,,C,yellow,,,office building,,http://www.wikidata.org/entity/Q1795614,https://de.wikipedia.org/wiki/K%C3%B6-Galerie,Point(6.78083 51.2217),0.518,3.0,http://www.wikidata.org/entity/Q1021645,,"('51.2217', '6.78083')"
526,,51.218888888889,6.7636111111111,Landtag of North Rhine-Westphalia,,C,yellow,,,parliament building,,http://www.wikidata.org/entity/Q1803999,https://de.wikipedia.org/wiki/Landtagsgeb%C3%A4ude_Nordrhein-Westfalen,Point(6.763611111 51.218888888),1.143,3.0,http://www.wikidata.org/entity/Q7138926,,"('51.218888888889', '6.7636111111111')"
527,,51.27194444,6.735,Lantz'scher Park,,C,yellow,,,park,,http://www.wikidata.org/entity/Q1805609,https://de.wikipedia.org/wiki/Lantz%E2%80%99scher_Park,Point(6.735 51.27194444),5.92,3.0,http://www.wikidata.org/entity/Q22698,,"('51.27194444', '6.735')"
529,,51.2808,6.73667,Lohausen,,C,yellow,,,locality of Düsseldorf,,http://www.wikidata.org/entity/Q1868132,https://de.wikipedia.org/wiki/Lohausen,Point(6.73667 51.2808),6.749,3.0,http://www.wikidata.org/entity/Q1852178,https://en.wikipedia.org/wiki/Lohausen,"('51.2808', '6.73667')"
530,,51.2464,6.72778,Lörick,,C,yellow,,,locality of Düsseldorf,,http://www.wikidata.org/entity/Q1879740,https://de.wikipedia.org/wiki/L%C3%B6rick,Point(6.72778 51.2464),4.107,3.0,http://www.wikidata.org/entity/Q1852178,https://en.wikipedia.org/wiki/L%C3%B6rick,"('51.2464', '6.72778')"
531,,51.2273,6.77251,Mahn- und Gedenkstätte Düsseldorf,,C,yellow,,,organization,,http://www.wikidata.org/entity/Q1884997,https://de.wikipedia.org/wiki/Mahn-_und_Gedenkst%C3%A4tte_D%C3%BCsseldorf,Point(6.77251 51.2273),0.339,3.0,http://www.wikidata.org/entity/Q43229,,"('51.2273', '6.77251')"
533,,51.2656,6.82466,St. Josef,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2319592,https://de.wikipedia.org/wiki/St._Josef_(D%C3%BCsseldorf-Rath),Point(6.82466 51.2656),5.595,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2656', '6.82466')"
534,,51.2128,6.7761,St. Peter,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q2322467,https://de.wikipedia.org/wiki/St._Peter_(D%C3%BCsseldorf),Point(6.7761 51.2128),1.401,3.0,http://www.wikidata.org/entity/Q16970,,"('51.2128', '6.7761')"
535,,51.2213,6.7763,Stahlhof,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2328985,https://de.wikipedia.org/wiki/Stahlhof,Point(6.7763 51.2213),0.456,3.0,http://www.wikidata.org/entity/Q811979,https://en.wikipedia.org/wiki/Stahlhof_(D%C3%BCsseldorf),"('51.2213', '6.7763')"
536,,51.21666667,6.77388889,Ständehaus Düsseldorf,,C,yellow,,,art museum,,http://www.wikidata.org/entity/Q2360156,https://de.wikipedia.org/wiki/St%C3%A4ndehaus_(D%C3%BCsseldorf),Point(6.77388889 51.21666667),0.986,3.0,http://www.wikidata.org/entity/Q207694,,"('51.21666667', '6.77388889')"
537,,51.1408,6.81556,Stürzelberg,,C,yellow,,,quarter,,http://www.wikidata.org/entity/Q2361112,https://de.wikipedia.org/wiki/St%C3%BCrzelberg,Point(6.81556 51.1408),9.796,3.0,http://www.wikidata.org/entity/Q2983893,,"('51.1408', '6.81556')"
538,,51.3532,6.75834,Interchange Duisburg-Süd,,C,yellow,,,interchange,,http://www.wikidata.org/entity/Q2406010,https://de.wikipedia.org/wiki/Autobahnkreuz_Duisburg-S%C3%BCd,Point(6.75834 51.3532),14.265,3.0,http://www.wikidata.org/entity/Q2376564,,"('51.3532', '6.75834')"
539,,51.2168,6.62984,Kaarst IKEA station,,C,yellow,,,S-Bahn station,,http://www.wikidata.org/entity/Q2061311,,Point(6.62984 51.2168),10.245,3.0,http://www.wikidata.org/entity/Q1793804,https://en.wikipedia.org/wiki/Kaarst_IKEA_station,"('51.2168', '6.62984')"
543,,51.285483333333,6.7979083333333,Q4501164,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q4501164,,Point(6.797908333 51.285483333),6.847,3.0,http://www.wikidata.org/entity/Q16970,,"('51.285483333333', '6.7979083333333')"
548,,51.212627,6.799648,Chaosdorf,,C,yellow,,,hackspace,,http://www.wikidata.org/entity/Q16826280,,Point(6.799648 51.212627),2.158,3.0,http://www.wikidata.org/entity/Q1032372,https://en.wikipedia.org/wiki/Chaosdorf,"('51.212627', '6.799648')"
549,,51.1968,6.69544,Rheinisches Landestheater Neuss,,C,yellow,,,theatre building,,http://www.wikidata.org/entity/Q389817,https://de.wikipedia.org/wiki/Rheinisches_Landestheater_Neuss,Point(6.69544 51.1968),6.469,3.0,http://www.wikidata.org/entity/Q24354,https://en.wikipedia.org/wiki/Rheinisches_Landestheater_Neuss,"('51.1968', '6.69544')"
550,,51.2638,6.72941,AirBerlin World,,C,yellow,,,association football venue,,http://www.wikidata.org/entity/Q408040,https://de.wikipedia.org/wiki/Lena-Arena,Point(6.72941 51.2638),5.375,3.0,http://www.wikidata.org/entity/Q1154710,https://en.wikipedia.org/wiki/Lena-Arena,"('51.2638', '6.72941')"
552,,51.2259,6.77153,Altes Theater,,C,yellow,,,destroyed building or structure,,http://www.wikidata.org/entity/Q439720,https://de.wikipedia.org/wiki/Altes_Theater_(D%C3%BCsseldorf),Point(6.77153 51.2259),0.338,3.0,http://www.wikidata.org/entity/Q19860854,https://en.wikipedia.org/wiki/Altes_Theater_(D%C3%BCsseldorf),"('51.2259', '6.77153')"
554,,51.2289,6.77274,Altestadt,,C,yellow,,,street,,http://www.wikidata.org/entity/Q439814,https://de.wikipedia.org/wiki/Altestadt,Point(6.77274 51.2289),0.462,3.0,http://www.wikidata.org/entity/Q79007,,"('51.2289', '6.77274')"
555,,51.2289,6.7729,Altestadt 14,,C,yellow,,,building,,http://www.wikidata.org/entity/Q439821,https://de.wikipedia.org/wiki/Altestadt_14,Point(6.7729 51.2289),0.456,3.0,http://www.wikidata.org/entity/Q41176,,"('51.2289', '6.7729')"
556,,51.2289,6.77227,Altestadt 6,,C,yellow,,,building,,http://www.wikidata.org/entity/Q439827,https://de.wikipedia.org/wiki/Altestadt_6,Point(6.77227 51.2289),0.48,3.0,http://www.wikidata.org/entity/Q41176,,"('51.2289', '6.77227')"
557,,51.236388888889,6.7744444444444,Victoria House,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2522677,https://de.wikipedia.org/wiki/Victoria-Haus,Point(6.774444444 51.236388888),1.229,3.0,http://www.wikidata.org/entity/Q811979,,"('51.236388888889', '6.7744444444444')"
558,,51.1769,6.96333,Waldkaserne,,C,yellow,,,barracks,,http://www.wikidata.org/entity/Q2541677,https://de.wikipedia.org/wiki/Waldkaserne,Point(6.96333 51.1769),14.101,3.0,http://www.wikidata.org/entity/Q131263,,"('51.1769', '6.96333')"
559,,51.2261,6.77307,"Warenhaus Hartoch, Düsseldorf",,C,yellow,,,department store,,http://www.wikidata.org/entity/Q2549150,https://de.wikipedia.org/wiki/Warenhaus_Hartoch,Point(6.77307 51.2261),0.239,3.0,http://www.wikidata.org/entity/Q216107,,"('51.2261', '6.77307')"
562,,51.195,6.8233333333333,Düsseldorfer Automobil- und Motorsport-Club 05,,C,yellow,,,clan,,http://www.wikidata.org/entity/Q1272349,https://de.wikipedia.org/wiki/D%C3%BCsseldorfer_Automobil-_und_Motorsport-Club_05,Point(6.823333333 51.195),4.707,3.0,http://www.wikidata.org/entity/Q989470,https://en.wikipedia.org/wiki/D%C3%BCsseldorfer_Automobil-_und_Motorsport-Club_05,"('51.195', '6.8233333333333')"
