,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,item,articleDE,location,distance,sitelinks,thing,articleEN,to_drop_key
204,https://www.atlasobscura.com/places/gehry-buildings-dusseldorf-harbor,51.216605,6.760193,"
The Gehry Buildings of Dusseldorf Harbor
","
Twisted buildings adorn the banks of the Rhine river.
",atlas_obscura,gold,,,,,,,,,,,,"(51.216605, 6.760193)"
332,https://www.atlasobscura.com/places/c-und-o-vogt-institue-brain-research-collection,51.193819,6.792072,"
C. und O. Vogt Institue of Brain Research Collection
","
A varied collection of brains in alcohol.
",atlas_obscura,gold,,,,,,,,,,,,"(51.193819, 6.792072)"
353,https://www.atlasobscura.com/places/museumsinsel-hombroich,51.147773,6.659504,"
Museumsinsel Hombroich
","
Be it nature, art, or abandoned military architecture this eclectic German ""museum"" has you covered.
",atlas_obscura,gold,,,,,,,,,,,,"(51.147773, 6.659504)"
358,https://www.atlasobscura.com/places/rheinturm,51.217942,6.76168,"
Rheinturm
","
This futuristic German television spire is actually the world's largest digital clock.
1377,,51.244603888889,6.8887780555556,Rotthäuser und Morper Bachtal,,C,yellow,,,site of community importance,,http://www.wikidata.org/entity/Q60689981,,Point(6.888778055 51.244603888),8.116,2.0,http://www.wikidata.org/entity/Q796174,,"('51.244603888889', '6.8887780555556')"
1380,,51.33284,6.8042780555556,Überanger Mark,,C,yellow,,,site of community importance,,http://www.wikidata.org/entity/Q60690081,,Point(6.804278055 51.33284),12.103,2.0,http://www.wikidata.org/entity/Q796174,,"('51.33284', '6.8042780555556')"
1383,,51.138936944444,6.8605530555556,Urdenbach - Kirberger Loch - Zonser Grind,,C,yellow,,,site of community importance,,http://www.wikidata.org/entity/Q60690088,,Point(6.860553055 51.138936944),11.265,2.0,http://www.wikidata.org/entity/Q796174,,"('51.138936944444', '6.8605530555556')"
1386,,51.223555555556,6.7707222222222,Polish Institute in Düsseldorf,,C,yellow,,,diplomatic mission,,http://www.wikidata.org/entity/Q64597257,,Point(6.770722222 51.223555555),0.44,2.0,http://www.wikidata.org/entity/Q213283,,"('51.223555555556', '6.7707222222222')"
1388,,51.16512,6.90088,Райсхольцштрасе,,C,yellow,,,street,,http://www.wikidata.org/entity/Q64937978,,Point(6.90088 51.16512),10.966,2.0,http://www.wikidata.org/entity/Q79007,,"('51.16512', '6.90088')"
1389,,51.1116,6.75724,Ückerath,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q334616,https://de.wikipedia.org/wiki/%C3%9Cckerath,Point(6.75724 51.1116),12.723,2.0,http://www.wikidata.org/entity/Q253019,,"('51.1116', '6.75724')"
1390,,51.2432,6.79654,Ahnfeldstraße 107,,C,yellow,,,building,,http://www.wikidata.org/entity/Q402303,https://de.wikipedia.org/wiki/Ahnfeldstra%C3%9Fe_107,Point(6.79654 51.2432),2.429,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2432', '6.79654')"
1391,,51.2342,6.61671,Alt St. Martinus,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q433302,https://de.wikipedia.org/wiki/Alt_St._Martinus_(Kaarst),Point(6.61671 51.2342),11.156,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2342', '6.61671')"
1392,,51.2239,6.77506,Alte Synagoge,,C,yellow,,,destroyed building or structure,,http://www.wikidata.org/entity/Q436279,https://de.wikipedia.org/wiki/Alte_Synagoge_(D%C3%BCsseldorf),Point(6.77506 51.2239),0.188,2.0,http://www.wikidata.org/entity/Q19860854,,"('51.2239', '6.77506')"
1394,,51.2541,6.69803,Alter Kirchturm (Büderich),,C,yellow,,,church building,,http://www.wikidata.org/entity/Q438039,https://de.wikipedia.org/wiki/Alter_Kirchturm_(B%C3%BCderich),Point(6.69803 51.2541),6.315,2.0,http://www.wikidata.org/entity/Q16970,,"('51.2541', '6.69803')"
1395,,51.2542,6.77458,Am Tannenwäldchen 7 und 10 in Düsseldorf,,C,yellow,,,architectural ensemble,,http://www.wikidata.org/entity/Q451500,https://de.wikipedia.org/wiki/Am_Tannenw%C3%A4ldchen_7_und_10,Point(6.77458 51.2542),3.204,2.0,http://www.wikidata.org/entity/Q1497375,,"('51.2542', '6.77458')"
1396,,51.1416,6.8665,Urdenbacher Kämpen,,C,yellow,,,protected area,,http://www.wikidata.org/entity/Q2500376,https://de.wikipedia.org/wiki/Naturschutzgebiet_Urdenbacher_K%C3%A4mpen,Point(6.8665 51.1416),11.24,2.0,http://www.wikidata.org/entity/Q473972,,"('51.1416', '6.8665')"
1398,,51.1991,6.78389,Varnhagenstraße,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2510888,https://de.wikipedia.org/wiki/Varnhagenstra%C3%9Fe_38,Point(6.78389 51.1991),2.972,2.0,http://www.wikidata.org/entity/Q811979,,"('51.1991', '6.78389')"
1399,,51.2192,6.76746,Villa Horion,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2525279,https://de.wikipedia.org/wiki/Villa_Horion,Point(6.76746 51.2192),0.925,2.0,http://www.wikidata.org/entity/Q811979,,"('51.2192', '6.76746')"
1400,,51.207,6.79882,Volksgarten,,C,yellow,,,park,,http://www.wikidata.org/entity/Q2531918,https://de.wikipedia.org/wiki/Volksgarten_(D%C3%BCsseldorf),Point(6.79882 51.207),2.578,2.0,http://www.wikidata.org/entity/Q22698,,"('51.207', '6.79882')"
1401,,51.2135,6.58073,Vorst,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q2534487,https://de.wikipedia.org/wiki/Vorst_(Kaarst),Point(6.58073 51.2135),13.685,2.0,http://www.wikidata.org/entity/Q253019,,"('51.2135', '6.58073')"
1402,,51.2169,6.75998,WDR Studio Düsseldorf,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q2537037,https://de.wikipedia.org/wiki/WDR-Studio_D%C3%BCsseldorf,Point(6.75998 51.2169),1.479,2.0,http://www.wikidata.org/entity/Q811979,,"('51.2169', '6.75998')"
1403,,51.2158,6.76659,Polizeipräsidium Düsseldorf,,C,yellow,,,Polizeipräsidium,,http://www.wikidata.org/entity/Q1271210,https://de.wikipedia.org/wiki/Polizeipr%C3%A4sidium_D%C3%BCsseldorf,Point(6.76659 51.2158),1.264,2.0,http://www.wikidata.org/entity/Q2101791,,"('51.2158', '6.76659')"
1404,,51.2624,6.83378,Düsseldorfer Stadtwald,,C,yellow,,,urban forest,,http://www.wikidata.org/entity/Q1272395,https://de.wikipedia.org/wiki/D%C3%BCsseldorfer_Stadtwald,Point(6.83378 51.2624),5.738,2.0,http://www.wikidata.org/entity/Q1197552,,"('51.2624', '6.83378')"
1406,,51.2276,6.77069,Düsselschlösschen,,C,yellow,,,destroyed building or structure,,http://www.wikidata.org/entity/Q1272408,https://de.wikipedia.org/wiki/D%C3%BCsselschl%C3%B6sschen,Point(6.77069 51.2276),0.462,2.0,http://www.wikidata.org/entity/Q19860854,,"('51.2276', '6.77069')"
1407,,51.257,6.7793,Lukaskirche,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1272813,https://de.wikipedia.org/wiki/Lukaskirche_(D%C3%BCsseldorf-Derendorf),Point(6.7793 51.257),3.52,2.0,http://www.wikidata.org/entity/Q16970,,"('51.257', '6.7793')"
1408,,51.2258,6.7815,Schadowstraße 23,,C,yellow,,,building,,http://www.wikidata.org/entity/Q1275029,https://de.wikipedia.org/wiki/Schadowstra%C3%9Fe_23,Point(6.7815 51.2258),0.364,2.0,http://www.wikidata.org/entity/Q41176,,"('51.2258', '6.7815')"
1409,,51.2225,6.77556,Benrather Straße,,C,yellow,,,tram stop,,http://www.wikidata.org/entity/Q1275545,https://de.wikipedia.org/wiki/U-Bahnhof_Benrather_Stra%C3%9Fe,Point(6.77556 51.2225),0.327,2.0,http://www.wikidata.org/entity/Q2175765,,"('51.2225', '6.77556')"
1410,,51.146,6.88914,St. Norbert,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q1276576,https://de.wikipedia.org/wiki/St._Norbert_(D%C3%BCsseldorf),Point(6.88914 51.146),11.823,2.0,http://www.wikidata.org/entity/Q16970,,"('51.146', '6.88914')"
1411,,51.2061,6.75053,Jan-Wellem-Chapel,,C,yellow,,,chapel,,http://www.wikidata.org/entity/Q1277953,https://de.wikipedia.org/wiki/Jan-Wellem-Kapelle,Point(6.75053 51.2061),2.798,2.0,http://www.wikidata.org/entity/Q108325,,"('51.2061', '6.75053')"
1412,,51.1814,6.71861,Gnadental,,C,yellow,,,Ortsteil,,http://www.wikidata.org/entity/Q1280016,https://de.wikipedia.org/wiki/Gnadental_(Neuss),Point(6.71861 51.1814),6.332,2.0,http://www.wikidata.org/entity/Q253019,,"('51.1814', '6.71861')"
1413,,51.247038744697,6.7736692418277,Hans-Böckler-Stiftung,,C,yellow,,,foundation,,http://www.wikidata.org/entity/Q1283089,https://de.wikipedia.org/wiki/Hans-B%C3%B6ckler-Stiftung,Point(6.773669241 51.247038744),2.413,2.0,http://www.wikidata.org/entity/Q157031,,"('51.247038744697', '6.7736692418277')"
1416,,51.2199,6.77642,Düsseldorf Kasernenstrasse 40,,C,yellow,,,office building,,http://www.wikidata.org/entity/Q1299374,https://de.wikipedia.org/wiki/Ehemalige_Industrie-Kreditbank_IKB_D%C3%BCsseldorf,Point(6.77642 51.2199),0.612,2.0,http://www.wikidata.org/entity/Q1021645,,"('51.2199', '6.77642')"
1417,,51.1208,6.84927,St. Martinus,,C,yellow,,,church building,,http://www.wikidata.org/entity/Q14545335,https://de.wikipedia.org/wiki/St._Martinus_(Zons),Point(6.84927 51.1208),12.694,2.0,http://www.wikidata.org/entity/Q16970,,"('51.1208', '6.84927')"
1419,,51.243475,6.79506,Brücke Jülicher Straße,,C,yellow,,,cable-stayed bridge,,http://www.wikidata.org/entity/Q15108101,https://de.wikipedia.org/wiki/Br%C3%BCcke_J%C3%BClicher_Stra%C3%9Fe,Point(6.79506 51.243475),2.396,2.0,http://www.wikidata.org/entity/Q158555,,"('51.243475', '6.79506')"
1422,,51.31495833,6.93259167,Haus Anger,,C,yellow,,,manor house,,http://www.wikidata.org/entity/Q15112202,https://de.wikipedia.org/wiki/Haus_Anger,Point(6.93259167 51.31495833),14.743,2.0,http://www.wikidata.org/entity/Q879050,,"('51.31495833', '6.93259167')"
1425,,51.334125,6.77126667,Haus Bilkrath,,C,yellow,,,house,,http://www.wikidata.org/entity/Q15112207,https://de.wikipedia.org/wiki/Haus_Bilkrath,Point(6.77126667 51.334125),12.094,2.0,http://www.wikidata.org/entity/Q3947,,"('51.334125', '6.77126667')"
1426,,51.21537,6.756272,Haus der Architekten,,C,yellow,,,office building,,http://www.wikidata.org/entity/Q15114127,https://de.wikipedia.org/wiki/Haus_der_Architekten_(D%C3%BCsseldorf),Point(6.756272 51.21537),1.787,2.0,http://www.wikidata.org/entity/Q1021645,,"('51.21537', '6.756272')"
1427,,51.220226,6.793006,2017 Düsseldorf axe attack,,C,yellow,,,spree killing,,http://www.wikidata.org/entity/Q28924341,https://de.wikipedia.org/wiki/Amoklauf_in_D%C3%BCsseldorf,Point(6.793006 51.220226),1.297,2.0,http://www.wikidata.org/entity/Q66975460,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_axe_attack,"('51.220226', '6.793006')"
1428,,51.24256944,6.732175,Radrennbahn Düsseldorf,,C,yellow,,,velodrome,,http://www.wikidata.org/entity/Q28966753,https://de.wikipedia.org/wiki/Radrennbahn_D%C3%BCsseldorf,Point(6.732175 51.24256944),3.618,2.0,http://www.wikidata.org/entity/Q830528,,"('51.24256944', '6.732175')"
1429,,51.168085,6.932311,In der kleinen und großen Hacken,,C,yellow,,,architectural structure,,http://www.wikidata.org/entity/Q29531440,https://de.wikipedia.org/wiki/In_der_kleinen_und_gro%C3%9Fen_Hacken,Point(6.932311 51.168085),12.6,2.0,http://www.wikidata.org/entity/Q811979,,"('51.168085', '6.932311')"
1431,,51.34754,6.700987,St. Dionysius,,C,yellow,,,chapel,,http://www.wikidata.org/entity/Q30539399,https://de.wikipedia.org/wiki/St._Dionysius_(Duisburg-Serm),Point(6.700987 51.34754),14.556,2.0,http://www.wikidata.org/entity/Q108325,,"('51.34754', '6.700987')"
1432,,51.327222222222,6.8563888888889,Hülsen-Berg,,C,yellow,,,hill,,http://www.wikidata.org/entity/Q30665009,https://de.wikipedia.org/wiki/H%C3%BClsenberg_(Ratingen),Point(6.856388888 51.327222222),12.617,2.0,http://www.wikidata.org/entity/Q54050,,"('51.327222222222', '6.8563888888889')"
1433,,51.217144428668,6.7671459486074,"Ministerium für Heimat, Kommunales, Bau und Digitalisierung des Landes Nordrhein-Westfalen",,C,yellow,,,ministry,,http://www.wikidata.org/entity/Q31841289,"https://de.wikipedia.org/wiki/Ministerium_f%C3%BCr_Heimat,_Kommunales,_Bau_und_Digitalisierung_des_Landes_Nordrhein-Westfalen",Point(6.767145948 51.217144428),1.118,2.0,http://www.wikidata.org/entity/Q192350,,"('51.217144428668', '6.7671459486074')"
1438,,51.21569,6.75175,Roggendorf-Haus,,C,yellow,,,building,,http://www.wikidata.org/entity/Q33280302,https://de.wikipedia.org/wiki/Roggendorf-Haus,Point(6.75175 51.21569),2.023,2.0,http://www.wikidata.org/entity/Q41176,,"('51.21569', '6.75175')"
1439,,51.21354,6.65894,Johanna Etienne Hospital,,C,yellow,,,nonprofit organization,,http://www.wikidata.org/entity/Q35387599,https://de.wikipedia.org/wiki/Johanna-Etienne-Krankenhaus,Point(6.65894 51.21354),8.28,2.0,http://www.wikidata.org/entity/Q163740,,"('51.21354', '6.65894')"
1441,,51.231472222222,6.7473333333333,Belsenplatz,,C,yellow,,,square,,http://www.wikidata.org/entity/Q36413494,https://de.wikipedia.org/wiki/Belsenplatz_(D%C3%BCsseldorf),Point(6.747333333 51.231472222),2.128,2.0,http://www.wikidata.org/entity/Q174782,,"('51.231472222222', '6.7473333333333')"
1442,,51.14635,6.86255,Am Alten Rhein 8,,C,yellow,,,building,,http://www.wikidata.org/entity/Q110319343,,Point(6.86255 51.14635),10.648,2.0,http://www.wikidata.org/entity/Q41176,,"('51.14635', '6.86255')"
1443,,51.223155,6.771495,Missionskreuz St. Maximiliam,,C,yellow,,,Mission cross,,http://www.wikidata.org/entity/Q115498633,,Point(6.771495 51.223155),0.418,2.0,http://www.wikidata.org/entity/Q1456110,,"('51.223155', '6.771495')"
1444,,51.22,6.7841,Q148345,,D,blue,,,architectural structure,,http://www.wikidata.org/entity/Q148345,https://de.wikipedia.org/wiki/Zatra-Haus,Point(6.7841 51.22),0.809,1.0,http://www.wikidata.org/entity/Q811979,,"('51.22', '6.7841')"
1445,,51.328805555556,6.795,Amt Angermund,,D,blue,,,amt of Duchy of Berg,,http://www.wikidata.org/entity/Q478899,https://de.wikipedia.org/wiki/Amt_Angermund,Point(6.795 51.328805555),11.571,1.0,http://www.wikidata.org/entity/Q20683371,,"('51.328805555556', '6.795')"
1446,,51.33305556,6.83083333,Amt Angerland,,D,blue,,,amt,,http://www.wikidata.org/entity/Q478896,https://de.wikipedia.org/wiki/Amt_Angerland,Point(6.83083333 51.33305556),12.556,1.0,http://www.wikidata.org/entity/Q399445,,"('51.33305556', '6.83083333')"
1447,,51.256141,6.951681,Q479398,,D,blue,,,Amt,,http://www.wikidata.org/entity/Q479398,https://de.wikipedia.org/wiki/Amt_Hubbelrath,Point(6.951681 51.256141),12.677,1.0,http://www.wikidata.org/entity/Q15782973,,"('51.256141', '6.951681')"
1448,,51.30666667,6.67972222,Amt Lank,,D,blue,,,Amt,,http://www.wikidata.org/entity/Q479546,https://de.wikipedia.org/wiki/Amt_Lank,Point(6.67972222 51.30666667),11.261,1.0,http://www.wikidata.org/entity/Q478847,,"('51.30666667', '6.67972222')"
1449,,51.196,6.68799,Local Court Neuss,,D,blue,,,Local court (Germany),,http://www.wikidata.org/entity/Q480914,https://de.wikipedia.org/wiki/Amtsgericht_Neuss,Point(6.68799 51.196),6.967,1.0,http://www.wikidata.org/entity/Q480477,,"('51.196', '6.68799')"
1451,,51.2944,6.84424,Q480973,,D,blue,,,Local court (Germany),,http://www.wikidata.org/entity/Q480973,https://de.wikipedia.org/wiki/Amtsgericht_Ratingen,Point(6.84424 51.2944),9.011,1.0,http://www.wikidata.org/entity/Q480477,,"('51.2944', '6.84424')"
1452,,51.1413,6.9428,Q218650,,D,blue,,,Ortsteil,,http://www.wikidata.org/entity/Q218650,https://de.wikipedia.org/wiki/Zollhaus_(Langenfeld),Point(6.9428 51.1413),14.903,1.0,http://www.wikidata.org/entity/Q253019,,"('51.1413', '6.9428')"
1454,,51.2257,6.77256,Q228949,,D,blue,,,destroyed building or structure,,http://www.wikidata.org/entity/Q228949,https://de.wikipedia.org/wiki/Zum_Goldenen_Hirsch_(D%C3%BCsseldorf),Point(6.77256 51.2257),0.263,1.0,http://www.wikidata.org/entity/Q19860854,,"('51.2257', '6.77256')"
1456,,51.1243,6.88827,Q627238,,D,blue,,,group of houses,,http://www.wikidata.org/entity/Q627238,https://de.wikipedia.org/wiki/Arbeitersiedlung_der_Hein_Lehmann_AG,Point(6.88827 51.1243),13.685,1.0,http://www.wikidata.org/entity/Q2282602,,"('51.1243', '6.88827')"
1457,,51.2192,6.79633,Q627759,,D,blue,,,labor court,,http://www.wikidata.org/entity/Q627759,https://de.wikipedia.org/wiki/Arbeitsgericht_D%C3%BCsseldorf,Point(6.79633 51.2192),1.555,1.0,http://www.wikidata.org/entity/Q3250652,,"('51.2192', '6.79633')"
1458,,51.2592,6.73263,Q884483,,D,blue,,,statue,,http://www.wikidata.org/entity/Q884483,https://de.wikipedia.org/wiki/Blitzeschleuderer,Point(6.73263 51.2592),4.834,1.0,http://www.wikidata.org/entity/Q179700,,"('51.2592', '6.73263')"
1459,,51.2673,6.63942,Bovert,,D,blue,,,Ortsteil,,http://www.wikidata.org/entity/Q895356,https://de.wikipedia.org/wiki/Bovert,Point(6.63942 51.2673),10.606,1.0,http://www.wikidata.org/entity/Q253019,,"('51.2673', '6.63942')"
1460,,51.1455,6.71509,Bettikum,,D,blue,,,Ortsteil,,http://www.wikidata.org/entity/Q832509,https://de.wikipedia.org/wiki/Bettikum,Point(6.71509 51.1455),9.856,1.0,http://www.wikidata.org/entity/Q253019,,"('51.1455', '6.71509')"
1461,,51.216378,6.771305,AHB! Rhenania-Salingia zu Düsseldorf,,D,blue,,,Burschenschaft,,http://www.wikidata.org/entity/Q292785,https://de.wikipedia.org/wiki/Alte_Hallesche_Burschenschaft_Rhenania-Salingia_zu_D%C3%BCsseldorf,Point(6.771305 51.216378),1.062,1.0,http://www.wikidata.org/entity/Q174921,,"('51.216378', '6.771305')"
1462,,51.2494,6.80105,Q296384,,D,blue,,,office building,,http://www.wikidata.org/entity/Q296384,https://de.wikipedia.org/wiki/ARAG-Terrassenhaus,Point(6.80105 51.2494),3.176,1.0,http://www.wikidata.org/entity/Q1021645,,"('51.2494', '6.80105')"
1463,,51.226302,6.800416,ASG-Bildungsforum,,D,blue,,,pressure group,,http://www.wikidata.org/entity/Q297656,https://de.wikipedia.org/wiki/ASG-Bildungsforum,Point(6.800416 51.226302),1.681,1.0,http://www.wikidata.org/entity/Q1666019,,"('51.226302', '6.800416')"
1465,,51.2263,6.78321,Branscheidt’sches Haus,,D,blue,,,building,,http://www.wikidata.org/entity/Q898805,https://de.wikipedia.org/wiki/Branscheidt%E2%80%99sches_Haus,Point(6.78321 51.2263),0.49,1.0,http://www.wikidata.org/entity/Q41176,,"('51.2263', '6.78321')"
1466,,51.2232,6.77741,Düsseldorf Breite Strasse 16,,D,blue,,,building,,http://www.wikidata.org/entity/Q906014,https://de.wikipedia.org/wiki/Breite_Stra%C3%9Fe_16_(D%C3%BCsseldorf),Point(6.77741 51.2232),0.256,1.0,http://www.wikidata.org/entity/Q41176,,"('51.2232', '6.77741')"
1467,,51.2228,6.77674,Q906023,,D,blue,,,building,,http://www.wikidata.org/entity/Q906023,https://de.wikipedia.org/wiki/Breite_Stra%C3%9Fe_25_(D%C3%BCsseldorf),Point(6.77674 51.2228),0.291,1.0,http://www.wikidata.org/entity/Q41176,,"('51.2228', '6.77674')"
1468,,51.2531,6.75183,Wohn- und Atelierhaus Schwippert,,D,blue,,,single-family detached home,,http://www.wikidata.org/entity/Q975957,https://de.wikipedia.org/wiki/Wohn-_und_Atelierhaus_Schwippert,Point(6.75183 51.2531),3.52,1.0,http://www.wikidata.org/entity/Q1307276,,"('51.2531', '6.75183')"
1470,,51.20667648,6.80067682,Bundesgartenschau 1987,,D,blue,,,Bundesgartenschau,,http://www.wikidata.org/entity/Q1006026,https://de.wikipedia.org/wiki/Bundesgartenschau_1987,Point(6.80067682 51.20667648),2.686,1.0,http://www.wikidata.org/entity/Q643918,,"('51.20667648', '6.80067682')"
