,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
0,--,53.5460882,9.9608881,,,Do_Sports,,"(53.5460882, 9.9608881)",wikivoyage,red
1,--,53.5460882,9.9608881,,,Do_Sports,,"(53.5460882, 9.9608881)",wikivoyage,red
0,Hot Dogs ,53.55822,9.97055,Marktstraße 38 , ,Buy,Best assorted true vintage and deadstock clothing of the past 15 to 90 years you will be able to find at Hot Dogs.,"(53.55822, 9.97055)",wikivoyage,red
1,Kleidermarkt ,53.55851,9.9499,Max-Brauer-Allee 174 , ,Buy,New and second-hand.,"(53.55851, 9.9499)",wikivoyage,red
0,Hot Dogs ,53.55822,9.97055,Marktstraße 38 , ,Buy_Vintage and second-hand fashion,Best assorted true vintage and deadstock clothing of the past 15 to 90 years you will be able to find at Hot Dogs.,"(53.55822, 9.97055)",wikivoyage,red
1,Kleidermarkt ,53.55851,9.9499,Max-Brauer-Allee 174 , ,Buy_Vintage and second-hand fashion,New and second-hand.,"(53.55851, 9.9499)",wikivoyage,red
0,St. Pauli Fischmarkt ,53.54578,9.95219,,,Eat,"For Germans, it's a classic to eat bread with fish on St. Pauli Fischmarkt, especially very early in the Sunday morning (meaning 05:00 - 09:30) when visiting Hamburg. If for breakfast or as an after-party snack may depend on your inner clock, but if you are a fresh fish lover it is absolutely worth it since this fish was just fished during the night in Nordsee.","(53.54578, 9.95219)",wikivoyage,red
1,Joker ,53.54946,9.95767,Reeperbahn 153 , ,Eat,Great for a quick bite before going out in the area. Try the Oriental Chicken!,"(53.54946, 9.95767)",wikivoyage,red
2,Lühmanns Teestube ,53.5637,9.8082,Blankeneser Landstraße 29 ,http://www.luehmanns-teestube.de/ ,Eat,"Friendly local café. Light fare and local specialties, wonderful pies, and baked goods. Their Cornish tea with fresh scones is worth trying.","(53.5637, 9.8082)",wikivoyage,red
3,Feldstern ,53.558,9.9674,Sternstraße 2 , ,Eat,Cozy pub/restaurant with affordable German food and outside seating in the summer. Nice lunch menu from 12:00-16:00 on weekdays.,"(53.558, 9.9674)",wikivoyage,red
4,Ristorante Borsalino ,53.56222,9.96783, ,http://www.ristorante-borsalino.de ,Eat,"Sternstraße 125, three minutes from S-Bahn station Sternschanze in the trendy neighbourhood of Schanzenviertel. Pizzas start from €6, fresh pasta is around €7-10 (try Pasta Mista), the meat dishes are delicious (it is right next to the ""Schlachthof""-Slaughterhouse) and the four course menu is at €19.50. From 12:00-15:00 they serve a lunch menu for €6.50. Reservations recommended.","(53.56222, 9.96783)",wikivoyage,red
5,Kombüse ,53.546871,9.960631,Bernhard Nocht Str 51 ,https://www.facebook.com/BurritoHamburg ,Eat,"Mexican meets Hamburg punk/alternative. Excellent fresh ingredients. Vegan & veggie options (but also meat for the carnivores), with a huge range of hot sauces. Prices are low (€10.50 or less as of April 2015) and portions are huge.","(53.546871, 9.960631)",wikivoyage,red
0,Köz Urfa ,53.5526,9.9363,Paul-Nevermann-Platz 2-4 ,http://www.kozurfa.de ,Eat,,"(53.5526, 9.9363)",wikivoyage,red
1,Lokmam ,53.56239,9.96399,Susannenstraße 16 , ,Eat,It is not without reason that a lot of Turkish people love this place. Take the S11/S31 subway and get out at Sternschanze. From there Lokmam is seven minutes away.,"(53.56239, 9.96399)",wikivoyage,red
2,Pamukkale Grill and Restaurant ,53.56245,9.96348,Susannenstraße 34-35 , ,Eat,One of the oldest Doener stores in Hamburg. Operates a takeaway bistro and a restaurant.,"(53.56245, 9.96348)",wikivoyage,red
0,Falafel factory ,53.56402,9.96525,Schanzenstraße 101 , ,Eat,,"(53.56402, 9.96525)",wikivoyage,red
1, Azeitona ,53.55881,9.96532,Beckstraße 17-19 , ,Eat,There you can also get other great oriental food and smoke a shisha.,"(53.55881, 9.96532)",wikivoyage,red
2,Falafelstern ,53.56441,9.96535,Schanzenstraße 111 , ,Eat,,"(53.56441, 9.96535)",wikivoyage,red
0,Bullerei ,53.56313,9.96614,"Lagerstraße 34, B ",http://www.bullerei.com/ ,Eat,Modern and cool steak restaurant.,"(53.56313, 9.96614)",wikivoyage,red
1,Delta Bistro ,53.56201,9.97156,Lagerstraße 11 ,http://www.delta-hamburg.de/en/bistro-start.php ,Eat,"Surprisingly cozy atmosphere. High quality meat and fish, but the menu offers some vegetarian dishes, too. Dishes are huge and the preparation quality comes close to star-awarded locations. It is advisable to reserve a table in advance, especially on Fridays and Saturdays in the autumn and winter months.","(53.56201, 9.97156)",wikivoyage,red
0,Fischereihafen-Restaurant ,53.54449,9.93589,Große Elbstraße 143 ,http://www.fischereihafen-restaurant-hamburg.de/ ,Eat,"Große Elbstraße 143. Excellent view of parts of the port and the river Elbe. Many celebs have dined here, including English royals.","(53.54449, 9.93589)",wikivoyage,red
0,St. Pauli Fischmarkt ,53.54578,9.95219,,,Eat_Budget,"For Germans, it's a classic to eat bread with fish on St. Pauli Fischmarkt, especially very early in the Sunday morning (meaning 05:00 - 09:30) when visiting Hamburg. If for breakfast or as an after-party snack may depend on your inner clock, but if you are a fresh fish lover it is absolutely worth it since this fish was just fished during the night in Nordsee.","(53.54578, 9.95219)",wikivoyage,red
1,Joker ,53.54946,9.95767,Reeperbahn 153 , ,Eat_Budget,Great for a quick bite before going out in the area. Try the Oriental Chicken!,"(53.54946, 9.95767)",wikivoyage,red
2,Lühmanns Teestube ,53.5637,9.8082,Blankeneser Landstraße 29 ,http://www.luehmanns-teestube.de/ ,Eat_Budget,"Friendly local café. Light fare and local specialties, wonderful pies, and baked goods. Their Cornish tea with fresh scones is worth trying.","(53.5637, 9.8082)",wikivoyage,red
3,Feldstern ,53.558,9.9674,Sternstraße 2 , ,Eat_Budget,Cozy pub/restaurant with affordable German food and outside seating in the summer. Nice lunch menu from 12:00-16:00 on weekdays.,"(53.558, 9.9674)",wikivoyage,red
4,Ristorante Borsalino ,53.56222,9.96783, ,http://www.ristorante-borsalino.de ,Eat_Budget,"Sternstraße 125, three minutes from S-Bahn station Sternschanze in the trendy neighbourhood of Schanzenviertel. Pizzas start from €6, fresh pasta is around €7-10 (try Pasta Mista), the meat dishes are delicious (it is right next to the ""Schlachthof""-Slaughterhouse) and the four course menu is at €19.50. From 12:00-15:00 they serve a lunch menu for €6.50. Reservations recommended.","(53.56222, 9.96783)",wikivoyage,red
5,Kombüse ,53.546871,9.960631,Bernhard Nocht Str 51 ,https://www.facebook.com/BurritoHamburg ,Eat_Budget,"Mexican meets Hamburg punk/alternative. Excellent fresh ingredients. Vegan & veggie options (but also meat for the carnivores), with a huge range of hot sauces. Prices are low (€10.50 or less as of April 2015) and portions are huge.","(53.546871, 9.960631)",wikivoyage,red
0,Köz Urfa ,53.5526,9.9363,Paul-Nevermann-Platz 2-4 ,http://www.kozurfa.de ,Eat_Budget,,"(53.5526, 9.9363)",wikivoyage,red
1,Lokmam ,53.56239,9.96399,Susannenstraße 16 , ,Eat_Budget,It is not without reason that a lot of Turkish people love this place. Take the S11/S31 subway and get out at Sternschanze. From there Lokmam is seven minutes away.,"(53.56239, 9.96399)",wikivoyage,red
2,Pamukkale Grill and Restaurant ,53.56245,9.96348,Susannenstraße 34-35 , ,Eat_Budget,One of the oldest Doener stores in Hamburg. Operates a takeaway bistro and a restaurant.,"(53.56245, 9.96348)",wikivoyage,red
0,Falafel factory ,53.56402,9.96525,Schanzenstraße 101 , ,Eat_Budget,,"(53.56402, 9.96525)",wikivoyage,red
1, Azeitona ,53.55881,9.96532,Beckstraße 17-19 , ,Eat_Budget,There you can also get other great oriental food and smoke a shisha.,"(53.55881, 9.96532)",wikivoyage,red
2,Falafelstern ,53.56441,9.96535,Schanzenstraße 111 , ,Eat_Budget,,"(53.56441, 9.96535)",wikivoyage,red
0,Köz Urfa ,53.5526,9.9363,Paul-Nevermann-Platz 2-4 ,http://www.kozurfa.de ,Eat_Budget_Döner,,"(53.5526, 9.9363)",wikivoyage,red
1,Lokmam ,53.56239,9.96399,Susannenstraße 16 , ,Eat_Budget_Döner,It is not without reason that a lot of Turkish people love this place. Take the S11/S31 subway and get out at Sternschanze. From there Lokmam is seven minutes away.,"(53.56239, 9.96399)",wikivoyage,red
2,Pamukkale Grill and Restaurant ,53.56245,9.96348,Susannenstraße 34-35 , ,Eat_Budget_Döner,One of the oldest Doener stores in Hamburg. Operates a takeaway bistro and a restaurant.,"(53.56245, 9.96348)",wikivoyage,red
0,Falafel factory ,53.56402,9.96525,Schanzenstraße 101 , ,Eat_Budget_Falafel,,"(53.56402, 9.96525)",wikivoyage,red
1, Azeitona ,53.55881,9.96532,Beckstraße 17-19 , ,Eat_Budget_Falafel,There you can also get other great oriental food and smoke a shisha.,"(53.55881, 9.96532)",wikivoyage,red
2,Falafelstern ,53.56441,9.96535,Schanzenstraße 111 , ,Eat_Budget_Falafel,,"(53.56441, 9.96535)",wikivoyage,red
0,Bullerei ,53.56313,9.96614,"Lagerstraße 34, B ",http://www.bullerei.com/ ,Eat_Mid-range,Modern and cool steak restaurant.,"(53.56313, 9.96614)",wikivoyage,red
1,Delta Bistro ,53.56201,9.97156,Lagerstraße 11 ,http://www.delta-hamburg.de/en/bistro-start.php ,Eat_Mid-range,"Surprisingly cozy atmosphere. High quality meat and fish, but the menu offers some vegetarian dishes, too. Dishes are huge and the preparation quality comes close to star-awarded locations. It is advisable to reserve a table in advance, especially on Fridays and Saturdays in the autumn and winter months.","(53.56201, 9.97156)",wikivoyage,red
0,Fischereihafen-Restaurant ,53.54449,9.93589,Große Elbstraße 143 ,http://www.fischereihafen-restaurant-hamburg.de/ ,Eat_Splurge,"Große Elbstraße 143. Excellent view of parts of the port and the river Elbe. Many celebs have dined here, including English royals.","(53.54449, 9.93589)",wikivoyage,red
0,The Academy ,53.54893,9.96114,Hans-Albers-Platz 16 ,http://theacademy-hh.de ,Drink,People in wheelchairs not always welcome.,"(53.54893, 9.96114)",wikivoyage,red
1,Molly Malone ,53.54861,9.96111,Hans-Albers-Platz 20 ,http://www.molly-malone-hh.de/ ,Drink,,"(53.54861, 9.96111)",wikivoyage,red
2,Lehmitz ,53.55006,9.96629,Reeperbahn 17 , ,Drink,,"(53.55006, 9.96629)",wikivoyage,red
3,Thomas Read ,53.55011,9.95673,Nobistor 10 ,https://www.thomasread.de,Drink,Irish pub.,"(53.55011, 9.95673)",wikivoyage,red
4,Molotow/Top Ten Bar ,53.5497,9.95946,Reeperbahn 136 ,http://www.molotowclub.com ,Drink,Concert location and club.,"(53.5497, 9.95946)",wikivoyage,red
5,Knust ,53.5581,9.968,Neuer Kamp 30 ,https://www.knusthamburg.de ,Drink,Concert location and club,"(53.5581, 9.968)",wikivoyage,red
6,Headcrash ,53.55079,9.96114,Hamburger Berg 13 ,http://www.headcrash-hamburg.com/ ,Drink,Concert location and club.,"(53.55079, 9.96114)",wikivoyage,red
0,Baalsaal ,53.55006,9.96612,Reeperbahn 25 ,http://www.baalsaal.com ,Drink,"St. Pauli, ext to the Spielbudenplatz. Usually house and electro, sometimes drum'n'bass.","(53.55006, 9.96612)",wikivoyage,red
1,Uebel und Gefährlich ,53.5565,9.9702,Feldstraße 66 ,http://www.uebelundgefaehrlich.com ,Drink,"In a former bunker from World War II, it can be found near St. Pauli in Feldstraße. Easy to reach with the metro U3. Music used to be more hard house and electro but is changing nowadays from day to day.","(53.5565, 9.9702)",wikivoyage,red
2,Tunnel ,53.55037,9.95764,Große Freiheit 10 ,http://www.tunnel.de ,Drink,"If you are more into Trance, Techno and Schranz the Tunnel might be a good place.","(53.55037, 9.95764)",wikivoyage,red
3,--,53.5460882,9.9608881,,,Drink,,"(53.5460882, 9.9608881)",wikivoyage,red
0,Cafe Klatsch ,53.5586,9.9726,Glashüttenstraße 17 , ,Drink,A small cafe serving breakfast and other tidbits in a very cozy environment with friendly staff.,"(53.5586, 9.9726)",wikivoyage,red
1,La Tazza d'oro ,53.55165,9.92743,Ottenser Hauptstraße 53 , ,Drink,,"(53.55165, 9.92743)",wikivoyage,red
2,MarYSol ,53.55208,9.9291,Ottenser Hauptstraße 36 , ,Drink,A tapas bar.,"(53.55208, 9.9291)",wikivoyage,red
3,Piazza ,53.56239,9.96184, , ,Drink,"You will find a lot of bars and cafés here, many of Portuguese or Spanish background.","(53.56239, 9.96184)",wikivoyage,red
0,Christiansen's Fine Drinks & Cocktails ,53.54635,9.95437,Pinnasberg 60 ,http://www.christiansens.de/ ,Drink,"Award-winning bar (Playboy Bar of the Year 1998, Best Bartender 2000, Marcellinos Top 10, etc.), open M-Sa at 20:00.","(53.54635, 9.95437)",wikivoyage,red
1,BPSchanzen1 ,53.56208,9.96223, ,http://www.myspace.com/barprojekt1 ,Drink,"A tiny bar that houses many different DJs. The atmosphere is very friendly and good music is played. It's opposite the house that is occupied by various leftist fractions. (The yellow building with all the graffiti, named 'rote Flora'.)","(53.56208, 9.96223)",wikivoyage,red
2,Gun Club ,53.5481381,9.9633364,Hopfenstraße 32 ,https://www.facebook.com/gunclubstpauli ,Drink,"Grungy but friendly punk bar in a cellar just off the Davidstraße. Came second in Hamburg Mexikanercontest (Mexikaner is a shot drink very similar to a bloody mary), and it shows - definitely the recommended drink here.","(53.5481381, 9.9633364)",wikivoyage,red
3,Komet ,53.5475732,9.9618858,Erichstraße 11 ,http://www.komet-st-pauli.de/ ,Drink,"1950s, 60s and 70s rock, soul, R&B and similar in an entirely appropriate setting with cinema couches, pulp film posters and a (rather decrepit) Wurlitzer.","(53.5475732, 9.9618858)",wikivoyage,red
4,Eldorado ,53.55589,9.962842,Wohlwillstraße 50 ,http://www.eldoradostpauli.de/ ,Drink,"1960s and 1970s music in entirely period setting, with wallpaper and ceiling that seem to be completely original and at least 40 years old, and furniture to match.","(53.55589, 9.962842)",wikivoyage,red
5,Shebeen ,53.5537997,9.9631893,Hein-Hoyer-Straße 78 ,https://www.facebook.com/ShebeenSanktPauli/ ,Drink,"Cheap & cheerful bar with minimalist decoration celebrating St.Pauli FC and other friendly clubs. It's a hangout of the St.Pauli Ultras. Outsiders very welcome, but if you don't agree with what St.Pauli stands for, this is not the place to be. After matches it can get a bit rough if the competition decides to come visit.","(53.5537997, 9.9631893)",wikivoyage,red
6,Washington-Bar ,53.54711,9.96159,Bernhard-Nocht Str. 79 ,http://www.washingtonbar.de/ ,Drink,Relaxed bar covered in Hunter S. Thompson quotes with atmosphere to match. Small dance floor with DJ who plays everything from psychedelic jazz to German hip-hop. Excellent selection of gin&tonics.,"(53.54711, 9.96159)",wikivoyage,red
7,Zur Ritze ,53.54984,9.9594,Reeperbahn 140 ,https://www.zurritze.com/ ,Drink,"Zur Ritze is fairly easy to find. It's near the Beatlesplatz at Reeperbahn; follow the signage down a small alley to the almost legendary door. The bar is almost always open, and it's a beautiful place to sit and talk all night. Having a nice night here won't break the bank, and it's a place to meet people who have made the Kiez the place it is today. The walls are full of photos, and in the basement there's a boxing ring where you can see local boxers training, and sometimes there are matches.","(53.54984, 9.9594)",wikivoyage,red
8,Pampa ,0.0,0.0,Cnr of Laeiszstrasse and Marktstrasse , ,Drink,The outdoor bars and cafes of Karolinenviertel merge with those of the southern part of the Schanzenviertel neighbourhood making one of Europe's great outdoor dining areas (at least in Summer). <br />Pampa Bar is a great example. Plenty of relaxed lounging under the trees. Friendly table service so you don't even have to stumble to the bar to order your next drink and a good range of tasty bar meals.,"(0, 0)",wikivoyage,red
0,kir ,53.5573,9.9317,Barnerstr. 16 ,http://www.kir-hamburg.de ,Drink,"Gay party called ""Love Pop"" on Wednesdays and every 2nd Friday in the month from 23:00.","(53.5573, 9.9317)",wikivoyage,red
0,Strandperle,53.5446,9.9053,Oevelgönne 60,https://www.strandperle-hamburg.de/,Drink,"Considered the only ""true"" beach club right at the Elbe river bank with undisturbed views of the passing ships.","(53.5446, 9.9053)",wikivoyage,red
0,Karo Beach,53.55701,9.96697,Neuer Kamp 31,http://www.karo-beach.de/,Drink,"Beachclub in Karo-Viertel. Big sand beach but no water, also family friendly.","(53.55701, 9.96697)",wikivoyage,red
0,Strand Pauli,53.546,9.9622,Hafenstraße 89,http://strandpauli.de/,Drink,"Beachclub on different floors right at Elbe, hence great views of the river from almost all places.","(53.546, 9.9622)",wikivoyage,red
0,Hamburg del Mar,53.546,9.9649,St.-Pauli-Landungsbrücken/Parkdeck,http://hamburg-del-mar.de/,Drink,"Beach club right at the Elbe bank, next to Dock 3. View to Elbe just from the front row.","(53.546, 9.9649)",wikivoyage,red
0,Dock 3,53.5459,9.9659,St.-Pauli-Landungsbrücken/Parkdeck,http://www.dock3beachclub.de/,Drink,"Beach club right at the Elbe bank, next to Hamburg del Mar. View to Elbe just from the front row.","(53.5459, 9.9659)",wikivoyage,red
0,The Academy ,53.54893,9.96114,Hans-Albers-Platz 16 ,http://theacademy-hh.de ,Drink_Live music (Rock),People in wheelchairs not always welcome.,"(53.54893, 9.96114)",wikivoyage,red
1,Molly Malone ,53.54861,9.96111,Hans-Albers-Platz 20 ,http://www.molly-malone-hh.de/ ,Drink_Live music (Rock),,"(53.54861, 9.96111)",wikivoyage,red
2,Lehmitz ,53.55006,9.96629,Reeperbahn 17 , ,Drink_Live music (Rock),,"(53.55006, 9.96629)",wikivoyage,red
3,Thomas Read ,53.55011,9.95673,Nobistor 10 ,https://www.thomasread.de,Drink_Live music (Rock),Irish pub.,"(53.55011, 9.95673)",wikivoyage,red
4,Molotow/Top Ten Bar ,53.5497,9.95946,Reeperbahn 136 ,http://www.molotowclub.com ,Drink_Live music (Rock),Concert location and club.,"(53.5497, 9.95946)",wikivoyage,red
5,Knust ,53.5581,9.968,Neuer Kamp 30 ,https://www.knusthamburg.de ,Drink_Live music (Rock),Concert location and club,"(53.5581, 9.968)",wikivoyage,red
6,Headcrash ,53.55079,9.96114,Hamburger Berg 13 ,http://www.headcrash-hamburg.com/ ,Drink_Live music (Rock),Concert location and club.,"(53.55079, 9.96114)",wikivoyage,red
0,Baalsaal ,53.55006,9.96612,Reeperbahn 25 ,http://www.baalsaal.com ,Drink_Party,"St. Pauli, ext to the Spielbudenplatz. Usually house and electro, sometimes drum'n'bass.","(53.55006, 9.96612)",wikivoyage,red
1,Uebel und Gefährlich ,53.5565,9.9702,Feldstraße 66 ,http://www.uebelundgefaehrlich.com ,Drink_Party,"In a former bunker from World War II, it can be found near St. Pauli in Feldstraße. Easy to reach with the metro U3. Music used to be more hard house and electro but is changing nowadays from day to day.","(53.5565, 9.9702)",wikivoyage,red
2,Tunnel ,53.55037,9.95764,Große Freiheit 10 ,http://www.tunnel.de ,Drink_Party,"If you are more into Trance, Techno and Schranz the Tunnel might be a good place.","(53.55037, 9.95764)",wikivoyage,red
3,--,53.5460882,9.9608881,,,Drink_Party,,"(53.5460882, 9.9608881)",wikivoyage,red
0,Cafe Klatsch ,53.5586,9.9726,Glashüttenstraße 17 , ,Drink_Cafes,A small cafe serving breakfast and other tidbits in a very cozy environment with friendly staff.,"(53.5586, 9.9726)",wikivoyage,red
1,La Tazza d'oro ,53.55165,9.92743,Ottenser Hauptstraße 53 , ,Drink_Cafes,,"(53.55165, 9.92743)",wikivoyage,red
2,MarYSol ,53.55208,9.9291,Ottenser Hauptstraße 36 , ,Drink_Cafes,A tapas bar.,"(53.55208, 9.9291)",wikivoyage,red
3,Piazza ,53.56239,9.96184, , ,Drink_Cafes,"You will find a lot of bars and cafés here, many of Portuguese or Spanish background.","(53.56239, 9.96184)",wikivoyage,red
0,Christiansen's Fine Drinks & Cocktails ,53.54635,9.95437,Pinnasberg 60 ,http://www.christiansens.de/ ,Drink_Bars,"Award-winning bar (Playboy Bar of the Year 1998, Best Bartender 2000, Marcellinos Top 10, etc.), open M-Sa at 20:00.","(53.54635, 9.95437)",wikivoyage,red
1,BPSchanzen1 ,53.56208,9.96223, ,http://www.myspace.com/barprojekt1 ,Drink_Bars,"A tiny bar that houses many different DJs. The atmosphere is very friendly and good music is played. It's opposite the house that is occupied by various leftist fractions. (The yellow building with all the graffiti, named 'rote Flora'.)","(53.56208, 9.96223)",wikivoyage,red
2,Gun Club ,53.5481381,9.9633364,Hopfenstraße 32 ,https://www.facebook.com/gunclubstpauli ,Drink_Bars,"Grungy but friendly punk bar in a cellar just off the Davidstraße. Came second in Hamburg Mexikanercontest (Mexikaner is a shot drink very similar to a bloody mary), and it shows - definitely the recommended drink here.","(53.5481381, 9.9633364)",wikivoyage,red
3,Komet ,53.5475732,9.9618858,Erichstraße 11 ,http://www.komet-st-pauli.de/ ,Drink_Bars,"1950s, 60s and 70s rock, soul, R&B and similar in an entirely appropriate setting with cinema couches, pulp film posters and a (rather decrepit) Wurlitzer.","(53.5475732, 9.9618858)",wikivoyage,red
4,Eldorado ,53.55589,9.962842,Wohlwillstraße 50 ,http://www.eldoradostpauli.de/ ,Drink_Bars,"1960s and 1970s music in entirely period setting, with wallpaper and ceiling that seem to be completely original and at least 40 years old, and furniture to match.","(53.55589, 9.962842)",wikivoyage,red
5,Shebeen ,53.5537997,9.9631893,Hein-Hoyer-Straße 78 ,https://www.facebook.com/ShebeenSanktPauli/ ,Drink_Bars,"Cheap & cheerful bar with minimalist decoration celebrating St.Pauli FC and other friendly clubs. It's a hangout of the St.Pauli Ultras. Outsiders very welcome, but if you don't agree with what St.Pauli stands for, this is not the place to be. After matches it can get a bit rough if the competition decides to come visit.","(53.5537997, 9.9631893)",wikivoyage,red
6,Washington-Bar ,53.54711,9.96159,Bernhard-Nocht Str. 79 ,http://www.washingtonbar.de/ ,Drink_Bars,Relaxed bar covered in Hunter S. Thompson quotes with atmosphere to match. Small dance floor with DJ who plays everything from psychedelic jazz to German hip-hop. Excellent selection of gin&tonics.,"(53.54711, 9.96159)",wikivoyage,red
7,Zur Ritze ,53.54984,9.9594,Reeperbahn 140 ,https://www.zurritze.com/ ,Drink_Bars,"Zur Ritze is fairly easy to find. It's near the Beatlesplatz at Reeperbahn; follow the signage down a small alley to the almost legendary door. The bar is almost always open, and it's a beautiful place to sit and talk all night. Having a nice night here won't break the bank, and it's a place to meet people who have made the Kiez the place it is today. The walls are full of photos, and in the basement there's a boxing ring where you can see local boxers training, and sometimes there are matches.","(53.54984, 9.9594)",wikivoyage,red
8,Pampa ,0.0,0.0,Cnr of Laeiszstrasse and Marktstrasse , ,Drink_Bars,The outdoor bars and cafes of Karolinenviertel merge with those of the southern part of the Schanzenviertel neighbourhood making one of Europe's great outdoor dining areas (at least in Summer). <br />Pampa Bar is a great example. Plenty of relaxed lounging under the trees. Friendly table service so you don't even have to stumble to the bar to order your next drink and a good range of tasty bar meals.,"(0, 0)",wikivoyage,red
0,kir ,53.5573,9.9317,Barnerstr. 16 ,http://www.kir-hamburg.de ,Drink_LGBT,"Gay party called ""Love Pop"" on Wednesdays and every 2nd Friday in the month from 23:00.","(53.5573, 9.9317)",wikivoyage,red
0,Strandperle,53.5446,9.9053,Oevelgönne 60,https://www.strandperle-hamburg.de/,Drink_Beach clubs,"Considered the only ""true"" beach club right at the Elbe river bank with undisturbed views of the passing ships.","(53.5446, 9.9053)",wikivoyage,red
0,Karo Beach,53.55701,9.96697,Neuer Kamp 31,http://www.karo-beach.de/,Drink_Beach clubs,"Beachclub in Karo-Viertel. Big sand beach but no water, also family friendly.","(53.55701, 9.96697)",wikivoyage,red
0,Strand Pauli,53.546,9.9622,Hafenstraße 89,http://strandpauli.de/,Drink_Beach clubs,"Beachclub on different floors right at Elbe, hence great views of the river from almost all places.","(53.546, 9.9622)",wikivoyage,red
0,Hamburg del Mar,53.546,9.9649,St.-Pauli-Landungsbrücken/Parkdeck,http://hamburg-del-mar.de/,Drink_Beach clubs,"Beach club right at the Elbe bank, next to Dock 3. View to Elbe just from the front row.","(53.546, 9.9649)",wikivoyage,red
0,Dock 3,53.5459,9.9659,St.-Pauli-Landungsbrücken/Parkdeck,http://www.dock3beachclub.de/,Drink_Beach clubs,"Beach club right at the Elbe bank, next to Hamburg del Mar. View to Elbe just from the front row.","(53.5459, 9.9659)",wikivoyage,red
0,AO Hostel Reeperbahn ,53.5501,9.9583,Reeperbahn 154 ,http://www.aohostels.com/en/hamburg/ ,Sleep,,"(53.5501, 9.9583)",wikivoyage,red
1,Backpackers St. Pauli ,53.5572,9.9587,Bernstorffstr. 98 ,http://www.backpackers-stpauli.de ,Sleep,,"(53.5572, 9.9587)",wikivoyage,red
2,Schanzenstern ,53.562,9.9649,Bartelsstraße 12 ,http://www.schanzenstern.de ,Sleep,"In the middle of the trendy quarter of Schanzenviertel, 50 beds.","(53.562, 9.9649)",wikivoyage,red
3,Instant Sleep Backpacker Hostel ,53.5637,9.9593,Max-Brauer-Allee 277 ,http://www.instantsleep.de/ ,Sleep,"45 beds, provides a kitchen. Also in Schanzenviertel.","(53.5637, 9.9593)",wikivoyage,red
4,Kiezbude ,53.5494,9.958,Lincolnstraße 2 ,http://www.kiezbude.com/ ,Sleep,"Peter, the owner has done a tremendous job of turning an old brothel into a very unique hostel. The rooms might remind you of their former purpose but are very clean and convenient.","(53.5494, 9.958)",wikivoyage,red
5,Schanzenstern Altona ,53.5537,9.9301,Kleine Rainstraße 24-26 ,http://www.schanzenstern-altona.de/ ,Sleep,70 beds.,"(53.5537, 9.9301)",wikivoyage,red
6,Superbude St. Pauli ,53.56042,9.96007,Juliusstraße 1 - 7 ,http://www.superbude.de/hostel-hamburg-st-pauli/ ,Sleep,"Cool area with lots of hip shops, bars and near the football stadium. Large and clean, safe neighborhood.","(53.56042, 9.96007)",wikivoyage,red
0,Meininger Hotel ,53.5545,9.9381,Goetheallee 11 ,http://www.meininger-hotels.com/en/hotels/hamburg/ ,Sleep,"Double rooms start at €45 per person, dormitory starts at €18. Breakfast €5.90. Distances: 0.5&nbsp;km Bahnhof Altona.","(53.5545, 9.9381)",wikivoyage,red
0,Elbe Camp ,0.0,0.0,Falkensteiner Ufer 101 ,http://www.elbecamp.de ,Sleep,One of few options in Hamburg for campers. Beautifully located right at the Elbe river. Great for ship spotters.,"(0, 0)",wikivoyage,red
0,NH Hamburg City ,53.557,9.9738,Feldstraße 53-58 ,http://www.nh-hotels.com/nh/en/hotels/germany/hamburg/nh-hamburg-city.html ,Sleep,119 suites available in a modern style.,"(53.557, 9.9738)",wikivoyage,red
0,--,53.5460882,9.9608881,,,Sleep, 13 rooms.,"(53.5460882, 9.9608881)",wikivoyage,red
0, Egon Hotel Hamburg City ,53.54999,9.954067, Königstraße 4 , https://www.egonhotel.com/,Sleep,,"(53.54999, 9.954067)",wikivoyage,red
0, Hotel-Hamburg-Altona,53.55374,9.93334, Hahnenkamp 8, http://www.hotel-hamburg-altona.de/ ,Sleep,,"(53.55374, 9.93334)",wikivoyage,red
0,East Hotel ,53.5513,9.9657,Simon-von-Utrecht Str. 31 ,http://www.east-hamburg.de ,Sleep,Designer hotel with one of the best lounges/bars in town. Very trendy and stylish.,"(53.5513, 9.9657)",wikivoyage,red
1,Empire Riverside Hotel ,53.5473,9.9632,Bernhard-Nocht-Straße 97 ,http://www.empire-riverside.de/ ,Sleep,A hotel in St. Pauli designed by David Chipperfield near ''Reeperbahn'' and the harbour. Each room is designed with a floor-length panoramic window that allow for a great view from any point in the room.,"(53.5473, 9.9632)",wikivoyage,red
2,Radisson Blu ,53.56151,9.9873,"Marseiller Straße, 2 ",https://www.radissonhotels.com/en-us/hotels/radisson-blu-hamburg ,Sleep,"4-star hotel next to the Botanical Gardens by Dammtor station, the upper floors have stunning views of the city and gardens. Connected to Conference Center Hamburg (CCH) and through it to the fairgrounds. Prices skyrocket during trade fairs.","(53.56151, 9.9873)",wikivoyage,red
0,AO Hostel Reeperbahn ,53.5501,9.9583,Reeperbahn 154 ,http://www.aohostels.com/en/hamburg/ ,Sleep_Budget,,"(53.5501, 9.9583)",wikivoyage,red
