,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
6,,53.248706,10.407855,Lüneburg,"'''Lüneburg''' — A city in Lower Saxony, about 50&nbsp;km southeast of Hamburg. Like Lübeck, Lüneburg's old town has kept a medieval look with old buildings and narrow streets. The town is situated in the beautiful Lüneburger Heide. South of Hamburg, direct trains [http://reiseauskunft.bahn.de/bin/query.exe/en?S=Hamburg&Z=L%FCneburg leave from main station]{{Dead link|date=January 2025 |bot=InternetArchiveBot }} every hour.",wikivoyage,red,,,Go next,"(53.248706, 10.407855)",,,,,,,,,"(53.248706, 10.407855)"
5,,53.866444,10.684738,Lübeck,"'''Lübeck''' — The city is connected to the Baltic Sea by the Trave river. The old city (Altstadt) survived from medieval times and is part of the UNESCO World Heritage List. About 60&nbsp;km northeast of Hamburg, direct trains [http://reiseauskunft.bahn.de/bin/query.exe/en?S=Hamburg&Z=L%FCbeck leave from main station]{{Dead link|date=January 2025 |bot=InternetArchiveBot }} every hour.",wikivoyage,red,,,Go next,"(53.866444, 10.684738)",,,,,,,,,"(53.866444, 10.684738)"
4,,54.3227085,10.135555,Kiel,"'''Kiel''' — Kiel's main tourist attraction is the ""Kieler Woche"" (Kiel Week) at the end of June, the largest sailing event of the world and one of Germany's largest festivals. Kiel is also notable as one of the most important historic bases of the German Navy as well as its U-Boats, and several sights related to this history can be viewed in Kiel and the suburb of Laboe. Trains to Kiel leave at least once per hour [http://reiseauskunft.bahn.de/bin/query.exe/en?S=Hamburg&Z=Kiel from Hamburg main station]{{Dead link|date=January 2025 |bot=InternetArchiveBot }} and the trip takes about an hour. A trip to Kiel on the Autobahn (A7) takes about an hour, too.",wikivoyage,red,,,Go next,"(54.3227085, 10.135555)",,,,,,,,,"(54.3227085, 10.135555)"
3,,53.919448,9.5172441,Itzehoe,'''Itzehoe''',wikivoyage,red,,,Go next,"(53.919448, 9.5172441)",,,,,,,,,"(53.919448, 9.5172441)"
2,,54.1820608,7.8876314,Helgoland,'''Helgoland''' — Germany's most off-shore North Sea island. Reachable by [http://www.helgoline.de express ferry] from St. Pauli Landungsbrücken.,wikivoyage,red,,,Go next,"(54.1820608, 7.8876314)",,,,,,,,,"(54.1820608, 7.8876314)"
1,,53.4767351,9.7003941,Buxtehude,'''Buxtehude''',wikivoyage,red,,,Go next,"(53.4767351, 9.7003941)",,,,,,,,,"(53.4767351, 9.7003941)"
0,,53.0758196,8.8071646,Bremen,"'''Bremen''' — A hanseatic city 95 km away, famous for the ''Bremer Stadtmusikanten'' (Town Musicians of Bremen).",wikivoyage,red,,,Go next,"(53.0758196, 8.8071646)",,,,,,,,,"(53.0758196, 8.8071646)"
2,,53.54917,9.98308,St. Ansgar ,,wikivoyage,red,Michaelisstr. 5 ,http://www.kleiner-michel.de ,Cope_Religious services,"(53.54917, 9.98308)",,,,,,,,,"(53.54917, 9.98308)"
1,,53.5779,9.9853,St. Elisabeth ,,wikivoyage,red,Oberstr. 65 ,http://www.st-elisabeth-hh.de/ ,Cope_Religious services,"(53.5779, 9.9853)",,,,,,,,,"(53.5779, 9.9853)"
0,,53.5575,10.0135,St. Marien ,Catholic cathedral,wikivoyage,red,Danziger Str. 60 ,http://www.domgemeinde-hamburg.de/gottesdienste.htm ,Cope_Religious services,"(53.5575, 10.0135)",,,,,,,,,"(53.5575, 10.0135)"
0,,53.59005,9.97859,Universitätsklinikum Hamburg-Eppendorf ,The main hospital of Hamburg.,wikivoyage,red,Martinistr. 52 ,https://www.uke.de/english/index.html ,Stay healthy_Hospitals,"(53.59005, 9.97859)",,,,,,,,,"(53.59005, 9.97859)"
1,,0.0,0.0,Wacken Open Air ,,wikivoyage,red, ,http://www.wacken.com/ ,Do_Open Air,"(0, 0)",,,,,,,,,"(0.0, 0.0)"
0,,53.550341,10.000654,--,,wikivoyage,red,,,Do_Open Air,"(53.550341, 10.000654)",,,,,,,,,"(53.550341, 10.000654)"
5,,53.5534324,9.9701087,Hamburger Dom ,"The Dom is one of the largest fairs in Germany. The streets of the fairground, lined on both sides with rides, amusements and food and drink stalls, are some 3.3&nbsp;km long. It takes place for three separate months in spring, summer, and early winter.",wikivoyage,red, ,http://hamburgerdom.de/ ,Do_Events,"(53.5534324, 9.9701087)",,,,,,,,,"(53.5534324, 9.9701087)"
0,,53.5567673,9.9585474,Hamburg/Altona-St. Pauli | St Pauli,'''Football:''' Hamburger SV and FC St Pauli soccer teams are both based in the Hamburg/Altona-St. Pauli | St Pauli district.,wikivoyage,red,,,Do_Sports,"(53.5567673, 9.9585474)",,,,,,,,,"(53.5567673, 9.9585474)"
1,,53.5436,9.9375,Hamburg Cruise Center Altona (Dockland),"This cruise terminal was inaugurated in 2011. With its glass facade, the single-storey terminal building blends perfectly into the architectural “string of pearls” along the Elbe.",wikivoyage,red,Van-der-Smissen-Straße 5,http://www.hamburgcruisecenter.eu/en/terminal/hamburg-cruise-center-altona,Get in_By boat,"(53.5436, 9.9375)",,,,,,,,,"(53.5436, 9.9375)"
0,,53.53861,9.99551,Hamburg Cruise Center HafenCity ,,wikivoyage,red,Chicagokai ,http://www.hafencity.com/en/infocenter/the-cruise-center-hafencity.html ,Get in_By boat,"(53.53861, 9.99551)",,,,,,,,,"(53.53861, 9.99551)"
0,,53.5518799,10.0114786,Intercity bus station ,,wikivoyage,red, , ,Get in_By bus,"(53.5518799, 10.0114786)",,,,,,,,,"(53.5518799, 10.0114786)"
5,,53.5534401,10.0260449,Berlin,A24 to/from Berlin.,wikivoyage,red,,,Get in_By car,"(53.5534401, 10.0260449)",,,,,,,,,"(53.5534401, 10.0260449)"
1,,53.5565323,9.9776028,Bremen,"A1 to/from Bremen, Cologne (Köln) (south/south-west) — To get to the city change to A255.",wikivoyage,red,,,Get in_By car,"(53.5565323, 9.9776028)",,,,,,,,,"(53.5565323, 9.9776028)"
0,,53.5815935,10.1082642,Lübeck,"A1 to/from Lübeck (north-east) — To get to the city change to the A24 at ""Autobahnkreuz Ost"".",wikivoyage,red,,,Get in_By car,"(53.5815935, 10.1082642)",,,,,,,,,"(53.5815935, 10.1082642)"
0,,53.6299,10.0054,Hamburg Airport ,"It is the fifth largest international airport in Germany, so arrival by plane is an obvious choice for those visiting from far away. There are plenty of connections within Europe, although only a few intercontinental direct services are offered.",wikivoyage,red, ,http://www.hamburg-airport.de/ ,Get in_By plane_Airport Hamburg-Fuhlsbüttel,"(53.6299, 10.0054)",,,,,,,,,"(53.6299, 10.0054)"
3,,53.461807,9.984325,Hotel Jeta ,A modern hotel on a 3-minute walk from the {{station,wikivoyage,red,Großer Schippsee 31 ,http://www.hotel-jeta.de/ ,Sleep,"(53.461807, 9.984325)",,,,,,,,,"(53.461807, 9.984325)"
2,,53.459,9.9849,Panorama Hamburg Harburg ,,wikivoyage,red,Harburger Ring 8 - 10 ,http://panorama-harburg.de/ ,Sleep,"(53.459, 9.9849)",,,,,,,,,"(53.459, 9.9849)"
1,,53.46027,9.94011,Privathotel Lindtner Hamburg ,,wikivoyage,red,Heimfelder Str. 123 ,https://www.lindtner.com/ ,Sleep,"(53.46027, 9.94011)",,,,,,,,,"(53.46027, 9.94011)"
0,,53.46195,9.98682,B&B Hotel Hamburg Harburg ,,wikivoyage,red,Theodor-Yorck-Straße 1 ,https://www.hotelbb.de/de/hamburg-harburg ,Sleep,"(53.46195, 9.98682)",,,,,,,,,"(53.46195, 9.98682)"
0,,53.4644477,9.9847191,Rollercoaster Restaurant ,"This ""Rollercoaster-Restaurant"" is somewhat of a gimmicky place. Your food arrives through a ""rollercoaster"" in a closed pot. Some of it even does a loop in front of you. Portion size is on the small side and prices are normal.",wikivoyage,red,Harburger Schloßstraße 22 ,http://www.rollercoaster-hamburg.de/english/ ,Eat,"(53.4644477, 9.9847191)",,,,,,,,,"(53.4644477, 9.9847191)"
0,,53.457328,10.008537,Atmos ,"Wellness with bio sauna (75°C), Finnish sauna (90°C) and outdoor sauna, indoor and outdoor pool, hot tub, etc. Drinks except alcohol are included in the entrance fee. In line with the German sauna culture, facilities are to be used naked for hygiene reasons, and swimwear is not allowed. Towels, bathrobes, and slippers are provided and included in the entrance fee. With a focus on relaxation and quietness, children are not permitted.",wikivoyage,red,Großmoorring 1,http://atmos-fkk.de/en ,Do_Wellness,"(53.457328, 10.008537)",,,,,,,,,"(53.457328, 10.008537)"
0,,53.4596,9.837,Fischbeker Heide ,Nature reserve.,wikivoyage,red, ,http://www.fischbeker-heide.de/ ,Do_Nature,"(53.4596, 9.837)",,,,,,,,,"(53.4596, 9.837)"
0,,53.4395,9.9294,Harburger Berge ,"At the city (state) border and continue in to Lower Saxony, the part in Hamburg is classified as a natural park. Viewpoints offer good views over the Elbe valley all the way to Altona. One of them is at Opferberg, where according to a legend a treasure is hidden.",wikivoyage,red, , ,Do_Nature,"(53.4395, 9.9294)",,,,,,,,,"(53.4395, 9.9294)"
2,,53.45707,9.98518,CinemaxX Hamburg-Harburg ,,wikivoyage,red,Moorstraße 1 ,,Do,"(53.45707, 9.98518)",,,,,,,,,"(53.45707, 9.98518)"
1,,53.539778,9.974779,Stage Theater an der Elbe ,"Another musical venue. ''Mary Poppins'' is showing here until Aug 2019, then ''Pretty Woman'' will take the stage in Sep 2019.",wikivoyage,red, ,https://www.stage-entertainment.de/unternehmen/theater-vermietung/stage-theater-an-der-elbe.html ,Do,"(53.539778, 9.974779)",,,,,,,,,"(53.539778, 9.974779)"
0,,53.53995,9.973226,Theater im Hafen Hamburg ,Watch ''The Lion King'' here. For many Germans this is the must-do when visiting Hamburg.,wikivoyage,red,Norderelbstraße 6 ,https://www.stage-entertainment.de/unternehmen/theater-vermietung/stage-theater-im-hafen.html ,Do,"(53.53995, 9.973226)",,,,,,,,,"(53.53995, 9.973226)"
1,,53.445,9.8844,Wildpark Schwarze Berge ,"This spacious wildlife zoo can be a more relaxed alternative to Hagenbeck's Tierpark and is a favourite for families. It showcases mainly local fauna in large enclosures, set in a beautiful landscape.",wikivoyage,red, ,https://www.wildpark-schwarze-berge.de/ ,See_Rosengarten-Ehestorf,"(53.445, 9.8844)",,,,,,,,,"(53.445, 9.8844)"
0,,53.4395,9.9041,Freilichtmuseum am Kiekeberg ,"Open air museum showcasing rural life with a historical alcohol distillery, teaching kitchen, museum shop.",wikivoyage,red,Am Kiekeberg 1 ,http://www.kiekeberg-museum.de/ ,See_Rosengarten-Ehestorf,"(53.4395, 9.9041)",,,,,,,,,"(53.4395, 9.9041)"
0,,53.455,9.9876,Sammlung Falckenberg ,"The Falckenberg Collection of the Cultural Foundation Phönix Art is a notable collection of modern art. Public tours Saturday on afternoons, you can also visit other times by calling ahead.",wikivoyage,red,Wilstorfer Strasse 71 ,http://www.sammlung-falckenberg.de/ ,See_Harburg,"(53.455, 9.9876)",,,,,,,,,"(53.455, 9.9876)"
0,,53.45912,9.9773,Archaeological Museum Hamburg,Museum presenting prehistorical and early historical northern Germany as well as the history of the city of Harburg.,wikivoyage,red,Museumsplatz 2 ,https://amh.de/ ,See_Harburg,"(53.45912, 9.9773)",,,,,,,,,"(53.45912, 9.9773)"
0,,53.52075,9.81093,Pfarrkirche St. Pankratius in Neuenfelde ,"17th century church, famous for the biggest organ Arp Schnitger built.",wikivoyage,red,Organistenweg 6 ,https://www.schnitgerorgel.de/ ,See,"(53.52075, 9.81093)",,,,,,,,,"(53.52075, 9.81093)"
1,,53.5423,9.96754,Aussichtspunkt Steinwerder ,"A viewing platform at the southern end of the Alter Elbtunnel, with great views on Landungsbrücken, the Elbphilharmonie, and Hamburg's harbourfront.",wikivoyage,red,Schanzenweg 12, ,See,"(53.5423, 9.96754)",,,,,,,,,"(53.5423, 9.96754)"
0,,53.5288,9.9121,Container port ,"Hamburg's massive container ports line the southern bank of the river Elbe. They are most spectacular at night, and the best place to view them from is by driving north along the A7 highway (heading into the Elbtunnel tunnel). They are not freely accessible to the public, but there are [https://jasper.de/touren/hafentour.html bus tours] (only in German, about €35 per person, must be booked in advance) which depart from Hamburg's city centre and, over the course of several hours, drive through the container terminals, with informative commentary.",wikivoyage,red, ,https://www.hafen-hamburg.de/de ,See,"(53.5288, 9.9121)",,,,,,,,,"(53.5288, 9.9121)"
3,,53.554832,10.008394,"Reichshof Hamburg, Curio Collection by Hilton ","4-star hotel that provides various dining options, gym, business centre, parking and free Wi-Fi.",wikivoyage,red,Kirchenallee 34-36 ,https://www.reichshof-hotel-hamburg.de ,Sleep_Splurge,"(53.554832, 10.008394)",,,,,,,,,"(53.554832, 10.008394)"
1,,53.55703,10.00501,Hotel Atlantic Kempinski ,The ''grande dame'' of Hamburg has grown to be an internationally recognized paragon of luxury hospitality.,wikivoyage,red,An der Alster 72-79 ,https://www.kempinski.com/en/hamburg/hotel-atlantic/ ,Sleep_Splurge,"(53.55703, 10.00501)",,,,,,,,,"(53.55703, 10.00501)"
0,,53.55834,10.0079,Le Royal Meridien ,"One of the best hotels overlooking the Alster lake. Each room is designed in the ""Art & Tech"" design. Restaurant with nice view over the lake and spa.",wikivoyage,red,An der Alster 52-56 ,http://www.leroyalmeridienhamburg.com ,Sleep_Splurge,"(53.55834, 10.0079)",,,,,,,,,"(53.55834, 10.0079)"
3,,53.5453,10.0183,Mercure Hamburg City ,"The hotel's slightly offside location makes it accessible by car and quite cosy. The neighbourhood consists of late 20th century development over canals, which may not be the most interesting in Hamburg, but the Hammerbrook S-Bahn station is a short walk away. The hotel's highlight is the floating event space ''Kai 10'', unfortunately as of 2015 only available for special events. The hotel is easily accessibly by car.",wikivoyage,red,Amsinckstraße 53 ,https://all.accor.com/hotel/1163/index.en.shtml ,Sleep_Mid-range,"(53.5453, 10.0183)",,,,,,,,,"(53.5453, 10.0183)"
2,,53.55702,10.02118,Suite Novotel Hamburg City ,"A large midscale hotel aimed at travellers staying for longer periods. Rooms have a small kitchenette and many come with extra sofa-beds. Unfortunately, the old Suite Novotel standards are far behind what more modern hotels offer. That said, the hotel is in a tall tower, so if you manage to get a room in one of the upper floors, you can enjoy a nice view of Hamburg.",wikivoyage,red,Lübeckertordamm 2 ,https://all.accor.com/hotel/3756/index.en.shtml ,Sleep_Mid-range,"(53.55702, 10.02118)",,,,,,,,,"(53.55702, 10.02118)"
1,,53.55679,10.0043,Ibis Hamburg Alster Centrum ,"This is just like any other hotel in the Ibis chain — clean basic rooms with bathroom, TV and Wi-Fi. They have a bar and a restaurant too.",wikivoyage,red,Holzdamm 4-12 ,https://all.accor.com/hotel/1395/index.en.shtml ,Sleep_Mid-range,"(53.55679, 10.0043)",,,,,,,,,"(53.55679, 10.0043)"
0,,53.535407,10.030074,Holiday Inn Hamburg ,"Outdated, worn and quite out of the way, with limited transit options. Pluses include breakfast and proximity to Elbpark for a walk or jog in the morning. Free soft drinks in minibar.",wikivoyage,red,Billwerder Neuer Deich 14 ,http://www.ihg.com/holidayinn/hotels/us/en/hamburg/hamhb/hoteldetail ,Sleep_Mid-range,"(53.535407, 10.030074)",,,,,,,,,"(53.535407, 10.030074)"
1,,53.5475,10.01114,A&O Hostel and Hostel ,,wikivoyage,red,Amsinckstraße 6-10 ,http://www.aohostels.com/en/hamburg/ ,Sleep_Budget_Youth hostels,"(53.5475, 10.01114)",,,,,,,,,"(53.5475, 10.01114)"
0,,53.5613,10.0811,Jugendherberge Hamburg - Horner Rennbahn ,,wikivoyage,red,Rennbahnstraße 10 ,http://www.jugendherberge.de/jh/hamburg-horn/ ,Sleep_Budget_Youth hostels,"(53.5613, 10.0811)",,,,,,,,,"(53.5613, 10.0811)"
0,,53.55876,10.0128,Cafe Gnosa ,"Coffeehouse with wide range of delicious self-made cakes and pastries. Famous for its cake buffet, also a great place to have breakfast or lunch. Gay-owned. Customers mixed by straight and gay people of any age. May not be easy to catch a table during rush-hours. For sugar- and caffeine-addicts.",wikivoyage,red,Lange Reihe 93 ,http://www.gnosa.de/ ,Drink_Cafes,"(53.55876, 10.0128)",,,,,,,,,"(53.55876, 10.0128)"
2,,53.55788,10.01165,Vasco da Gama ,Good Portuguese and German food.,wikivoyage,red,Lange Reihe 67 , ,Eat_Mid-range,"(53.55788, 10.01165)",,,,,,,,,"(53.55788, 10.01165)"
1,,53.55744,10.01183,Restaurant Cox ,"Trendy restaurant with consistently good international cuisine, often local German dishes",wikivoyage,red,Greifswalder Str. 43 ,http://www.restaurant-cox.de ,Eat_Mid-range,"(53.55744, 10.01183)",,,,,,,,,"(53.55744, 10.01183)"
0,,53.54212,10.02618,Al Lido ,Excellent Italian and Pizzeria,wikivoyage,red,Amsinckstraße 70 , ,Eat_Mid-range,"(53.54212, 10.02618)",,,,,,,,,"(53.54212, 10.02618)"
2,,53.5518,10.04643,McBoat ,The only McDonald's that you can order your meal (on its app) and have it delivered to the shores while paddling along the canal. The meal is prepared fresh in the restaurant right next to the shoreline.,wikivoyage,red,20537 Hamburg , ,Eat_Budget,"(53.5518, 10.04643)",,,,,,,,,"(53.5518, 10.04643)"
1,,53.55425,10.0145,Batman Döner ,,wikivoyage,red,Steindamm 58 , ,Eat_Budget,"(53.55425, 10.0145)",,,,,,,,,"(53.55425, 10.0145)"
0,,53.5588,10.0116,Geelhaus ,"Menu changes frequently, fresh food, creativity.",wikivoyage,red,Koppel 76 , ,Eat_Budget,"(53.5588, 10.0116)",,,,,,,,,"(53.5588, 10.0116)"
0,,53.55444,10.00897,Deutsches Schauspielhaus ,"The biggest German speech theatre looks back on a famous tradition. Gustav Gründgens, Ivan Nagel, and Peter Zadek staged highlights in German theatre history here.",wikivoyage,red, , ,Do_Theatres,"(53.55444, 10.00897)",,,,,,,,,"(53.55444, 10.00897)"
0,,53.55136,10.00949,Museum für Kunst und Gewerbe ,The Museum für Kunst und Gewerbe Hamburg has many smaller concerts — something almost every day — and is much cheaper than the Laeiszhalle. The programs range from the curator of their early keyboard instrument collection playing them and giving a spiel on the music and the instruments (in German only!) to formal concerts of renditions of Schubert's ''Die Winterreise''. Pick up a schedule at the desk of the museum (down the street from Hamburg Hauptbahnhof).,wikivoyage,red, ,http://mkg-hamburg.de ,Do_Classical Music,"(53.55136, 10.00949)",,,,,,,,,"(53.55136, 10.00949)"
0,,53.47591,10.08511,St. Pankratius ,"This 17th-century church features carvings depicting scenes from the Old and New Testaments, and an organ by the famous organ builder Arp Schnitger.",wikivoyage,red, , ,See_Vierland and the marshes,"(53.47591, 10.08511)",,,,,,,,,"(53.47591, 10.08511)"
0,,53.4671862,10.1719143,Reitbrooker Mühle ,"Built in 1870, this windmill is next to the Reitbrooker Mühlenbrücke (""mill bridge""). This is a so-called ""Galerieholländer"" windmill; a square two-story stone building with a wooden octagon building on the top. It was used until as a windmill 1938 or 1939, and became a protected building in 1942. It still functions as a mill, albeit not a wind powered one. When the fodder shop is open, you can also see the mill from the inside.",wikivoyage,red, , ,See_Vierland and the marshes,"(53.4671862, 10.1719143)",,,,,,,,,"(53.4671862, 10.1719143)"
0,,53.48647,10.18055,Edith-Stein-Kirche ,A modern Catholic church building inaugurated in 1993. It is a round church with a flat roof rising up towards the altar.,wikivoyage,red, ,http://www.katholische-kirchen-bergedorf.de/ ,See_Bergedorf town,"(53.48647, 10.18055)",,,,,,,,,"(53.48647, 10.18055)"
0,,53.483056,10.174472,Franz-von-Assisi-Kirche ,"One of the newest churches in the region, this Lutheran church was inaugurated in 1993. The 40-m-high church tower is visible from far away.",wikivoyage,red, ,http://www.bergedorfer-marschen.de/franzvonassisi.0.html ,See_Bergedorf town,"(53.483056, 10.174472)",,,,,,,,,"(53.483056, 10.174472)"
1,,53.557656,10.013669,St.-Marien-Dom St. Georg ,"Since 1995, this neo-romanesque church is the cathedral of the youngest Roman Catholic archbishop of Germany. Though the church has not the splendor one might expect, next to it you may find the first statue world wide of the late pope, John-Paul II.",wikivoyage,red, ,https://www.mariendomhamburg.de/ ,See_Sankt Georg,"(53.557656, 10.013669)",,,,,,,,,"(53.557656, 10.013669)"
0,,53.556389,10.007778,Dreieinigkeitskirche St. Georg ,Baroque church in Sankt Georg.,wikivoyage,red, , ,See_Sankt Georg,"(53.556389, 10.007778)",,,,,,,,,"(53.556389, 10.007778)"
0,,53.551111,10.009444,Museum für Kunst und Gewerbe ,"The museum is a leading centre for art, applied art, and design. Its collections of work from Europe and the Middle and the Far East are of the finest-quality and span all epochs from the Ancient World to the present day. They also have many activities and concerts (see the Classical Music section). The museum is housed in an 18th-century palace, which has the original roofs and ceilings.",wikivoyage,red,"Steintorplatz, just to the southeast of Hauptbahnhof ",http://www.mkg-hamburg.de/en/home.html ,See_East of the railway,"(53.551111, 10.009444)",,,,,,,,,"(53.551111, 10.009444)"
2,,53.56151,9.9873,Radisson Blu ,"4-star hotel next to the Botanical Gardens by Dammtor station, the upper floors have stunning views of the city and gardens. Connected to Conference Center Hamburg (CCH) and through it to the fairgrounds. Prices skyrocket during trade fairs.",wikivoyage,red,"Marseiller Straße, 2 ",https://www.radissonhotels.com/en-us/hotels/radisson-blu-hamburg ,Sleep_Splurge,"(53.56151, 9.9873)",,,,,,,,,"(53.56151, 9.9873)"
1,,53.5473,9.9632,Empire Riverside Hotel ,A hotel in St. Pauli designed by David Chipperfield near ''Reeperbahn'' and the harbour. Each room is designed with a floor-length panoramic window that allow for a great view from any point in the room.,wikivoyage,red,Bernhard-Nocht-Straße 97 ,http://www.empire-riverside.de/ ,Sleep_Splurge,"(53.5473, 9.9632)",,,,,,,,,"(53.5473, 9.9632)"
0,,53.5513,9.9657,East Hotel ,Designer hotel with one of the best lounges/bars in town. Very trendy and stylish.,wikivoyage,red,Simon-von-Utrecht Str. 31 ,http://www.east-hamburg.de ,Sleep_Splurge,"(53.5513, 9.9657)",,,,,,,,,"(53.5513, 9.9657)"
0,,53.55374,9.93334, Hotel-Hamburg-Altona,,wikivoyage,red, Hahnenkamp 8, http://www.hotel-hamburg-altona.de/ ,Sleep_Mid-range,"(53.55374, 9.93334)",,,,,,,,,"(53.55374, 9.93334)"
0,,53.54999,9.954067, Egon Hotel Hamburg City ,,wikivoyage,red, Königstraße 4 , https://www.egonhotel.com/,Sleep_Mid-range,"(53.54999, 9.954067)",,,,,,,,,"(53.54999, 9.954067)"
0,,53.5460882,9.9608881,--, 13 rooms.,wikivoyage,red,,,Sleep_Mid-range,"(53.5460882, 9.9608881)",,,,,,,,,"(53.5460882, 9.9608881)"
0,,53.557,9.9738,NH Hamburg City ,119 suites available in a modern style.,wikivoyage,red,Feldstraße 53-58 ,http://www.nh-hotels.com/nh/en/hotels/germany/hamburg/nh-hamburg-city.html ,Sleep_Mid-range,"(53.557, 9.9738)",,,,,,,,,"(53.557, 9.9738)"
