,ao_link,lat,lon,itemLabel,description,tier,color,address,url,thingLabel,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,thing,articleEN,to_drop_key
2,,49.493168,11.079996,Mövenpick Hotel Nürnberg-Airport ,,wikivoyage,red,Flughafenstraße 100 ,http://www.movenpick.com/en/europe/germany/nuernberg/hotel-nuernberg/overview/ ,Sleep_Mid-range_North of the Old City,"(49.493168, 11.079996)",,,,,,,,,"(49.493168, 11.079996)"
1,,49.473367,11.103746,Acom Hotel ,Budget hotel.,wikivoyage,red,Leipziger Platz 22 ,http://acomhotel-nuernberg.de ,Sleep_Mid-range_North of the Old City,"(49.473367, 11.103746)",,,,,,,,,"(49.473367, 11.103746)"
0,,49.4768,11.061895,Hotel Kreuzeck ,,wikivoyage,red,Schnepfenreuther Weg 1 (on the corner with Erlanger Straße (B4)) ,http://www.hotel-kreuzeck.de ,Sleep_Mid-range_North of the Old City,"(49.4768, 11.061895)",,,,,,,,,"(49.4768, 11.061895)"
1,,49.445696,11.079509,Hotel Marienbad ,,wikivoyage,red,Eilgutstraße 5 ,http://www.hotel-marienbad.de {{dead link,Sleep_Mid-range_Next to the main train station,"(49.445696, 11.079509)",,,,,,,,,"(49.445696, 11.079509)"
0,,49.447337,11.087309,NH Collection Nuremberg City ,"Central, reliable and easy to find. There are a few other NH hotels in Nuremberg if this one doesn't suit your budget.",wikivoyage,red,Bahnhofstraße 17-19 ,https://www.nh-hotels.com/hotel/nh-collection-nuernberg-city ,Sleep_Mid-range_Next to the main train station,"(49.447337, 11.087309)",,,,,,,,,"(49.447337, 11.087309)"
3,,49.4466,11.06867,Park Inn by Radisson Nürnberg ,,wikivoyage,red,Sandstraße 2-8 ,https://www.radissonhotels.com/en-us/hotels/park-inn-nuernberg ,Sleep_Mid-range_Near Plärrer,"(49.4466, 11.06867)",,,,,,,,,"(49.4466, 11.06867)"
2,,49.445131,11.067139,Hotel Leonardo ,"Part of a small chain of hotels in Germany, amenities include free WiFi in the rooms and free bicycle rental.",wikivoyage,red,Zufuhrstr. 22 ,http://www.leonardo-hotel-nuernberg-city.de {{dead link,Sleep_Mid-range_Near Plärrer,"(49.445131, 11.067139)",,,,,,,,,"(49.445131, 11.067139)"
1,,49.446818,11.067814,Hotel Ibis Nuernburg City am Plaerrer Hotel ,,wikivoyage,red,Steinbühlerstr. 2 ,https://all.accor.com/hotel/0888/index.en.shtml ,Sleep_Mid-range_Near Plärrer,"(49.446818, 11.067814)",,,,,,,,,"(49.446818, 11.067814)"
0,,49.446052,11.072362,Hotel Fackelmann ,,wikivoyage,red,Essenweinstr. 10 ,http://www.hotel-fackelmann.de ,Sleep_Mid-range_Near Plärrer,"(49.446052, 11.072362)",,,,,,,,,"(49.446052, 11.072362)"
3,,49.447768,11.080996,Hotel Victoria ,"The hotel in the old city that is closest to the Hauptbahnhof, in a renovated 19th-century building.",wikivoyage,red,Königstraße 80 ,http://www.hotelvictoria.de ,Sleep_Mid-range_In the Old City,"(49.447768, 11.080996)",,,,,,,,,"(49.447768, 11.080996)"
2,,49.448084,11.080583,Hotel Ibis Nuernberg Altstadt ,Reasonably priced hotel in the heart of the city.,wikivoyage,red,Königstraße 74 ,https://all.accor.com/hotel/1069/index.en.shtml ,Sleep_Mid-range_In the Old City,"(49.448084, 11.080583)",,,,,,,,,"(49.448084, 11.080583)"
1,,49.455471,11.07332,Hotel Elch ,"A small hotel in a quaint old building, located on a quiet street a few minutes' walk from several restaurants and sights.",wikivoyage,red,Irrerstr. 9 ,http://www.hotel-elch.com ,Sleep_Mid-range_In the Old City,"(49.455471, 11.07332)",,,,,,,,,"(49.455471, 11.07332)"
0,,49.448348,11.069479,Holiday Inn Nürnberg City Centre ,Built in 2005.,wikivoyage,red,Engelhardsgasse 12 ,http://www.hi-nuernberg.de/index.php?id,Sleep_Mid-range_In the Old City,"(49.448348, 11.069479)",,,,,,,,,"(49.448348, 11.069479)"
4,,49.44741,11.08615,a&o Nürnberg Hauptbahnhof ,"Basic rooms, with access to a guest kitchen, bar, lounge, and laundry.",wikivoyage,red,Bahnhofstraße 13-15 ,https://www.aohostels.com/en/nuremberg/nuernberg-hauptbahnhof/ ,Sleep_Budget,"(49.44741, 11.08615)",,,,,,,,,"(49.44741, 11.08615)"
3,,49.44744,11.07426,Five Reasons Hotel & Hostel ,"Renovated, with modern shared showers/WC, and guest kitchen. Breakfast available until 12:00; snacks and drinks are available from reception in the lounge afterward. Some rooms are across the street from the city walls, which keeps some noise out and provides complete privacy, but the views are more historic than lively.",wikivoyage,red,Frauentormauer 42 ,https://www.five-reasons.de/ ,Sleep_Budget,"(49.44744, 11.07426)",,,,,,,,,"(49.44744, 11.07426)"
2,,49.4606,11.02254,Don Bosco Jugendwerk ,A house for young and young-at-heart people.,wikivoyage,red,Don-Bosco-Straße 2 ,http://www.don-bosco-nuernberg.de/ ,Sleep_Budget,"(49.4606, 11.02254)",,,,,,,,,"(49.4606, 11.02254)"
1,,49.501073,11.102202,Jugend Hotel ,"Wheelchair-accessible rooms, barbecue, TV-lounge, English spoken.",wikivoyage,red,Rathsbergstr. 300 ,http://www.jugendhotel-nuernberg.de/ ,Sleep_Budget,"(49.501073, 11.102202)",,,,,,,,,"(49.501073, 11.102202)"
0,,49.458274,11.077842,DJH (YHA/HI) ,"Note that DJH/YHA/HI membership is required (or an extra fee is paid) and, as in all YHA hostels in [[Bavaria]], persons over 27 years of age are only admitted if the hostel is not full. Linen included in price.",wikivoyage,red,Burg 2 ,http://www.nuernberg.jugendherberge.de ,Sleep_Budget,"(49.458274, 11.077842)",,,,,,,,,"(49.458274, 11.077842)"
0,,49.4504,11.0553,MUZclub ,"A live music-oriented club with a nice garden for warm summer evenings which is operated by the non-profit music supporting association ""Musikzentrale Nürnberg e.V."" which regularly hosts concerts ranging from local scene festivals to somewhat more well-known groups.",wikivoyage,red,Fürther Str. 63 ,http://www.musikzentrale.com/muzclub/ ,Drink_Clubs,"(49.4504, 11.0553)",,,,,,,,,"(49.4504, 11.0553)"
3,,49.4488696,11.078716,Club Stereo ,"A small, nice club with changing offers (music genre highly depending on what the current event is), regularly offering nice concerts, too. The club is located in the basement, and shares its entrance with the bar Vorraum which is located on ground floor.",wikivoyage,red,Klaragasse 8 ,http://www.club-stereo.net/ ,Drink_Clubs,"(49.4488696, 11.078716)",,,,,,,,,"(49.4488696, 11.078716)"
2,,49.4266,11.0711,Hirsch ,"Concerts and clubbing (with a focus on electronic music), located in an industrial area in the south of Nürnberg.",wikivoyage,red,Vogelweiherstraße 66 ,http://www.der-hirsch.de/ ,Drink_Clubs,"(49.4266, 11.0711)",,,,,,,,,"(49.4266, 11.0711)"
1,,49.4267508,11.0713771,Die Rakete ,"An institution in electronic music, this small but nice club is known well over the region.",wikivoyage,red,Vogelweiherstraße 64 ,http://www.dierakete.com/ ,Drink_Clubs,"(49.4267508, 11.0713771)",,,,,,,,,"(49.4267508, 11.0713771)"
0,,49.452307,11.076882,Mach 1 ,Nice club with good flair. They usually play House music.,wikivoyage,red,Kaiserstraße 1 ,http://www.mach1-club.de/ ,Drink_Clubs,"(49.452307, 11.076882)",,,,,,,,,"(49.452307, 11.076882)"
1,,49.455954,11.0835104,Cubano ,Another good cocktail bar.,wikivoyage,red,Innere Laufer Gasse , ,Drink_Cocktails,"(49.455954, 11.0835104)",,,,,,,,,"(49.455954, 11.0835104)"
0,,49.4524566,11.0517576,Gelbes Haus ,"This is a mid-sized bar with two rooms, one with wood coated walls (which are nevertheless not ""too heavy) and another one with the actual bar in it and in the style of the building; they serve a huge variety of classical, well-prepared cocktails and a good collection of spirits.",wikivoyage,red,Troststraße 10 ,http://www.gelbes-haus.de/ ,Drink_Cocktails,"(49.4524566, 11.0517576)",,,,,,,,,"(49.4524566, 11.0517576)"
2,,49.4481871,11.053646,Palais Schaumburg ,"One of the smaller beer gardens, this place exists for over 20 years now, nearly becoming an institution. It is especially popular amonsgst the somewhat more alternative and with vegetarians as it offers extensive choice for them.",wikivoyage,red,Kernstraße 46 ,http://www.palaisschaumburg.de/ ,Drink_Beer gardens,"(49.4481871, 11.053646)",,,,,,,,,"(49.4481871, 11.053646)"
1,,49.4536692,11.0503851,Kulturbrauerei Lederer ,,wikivoyage,red,Sielstraße 12 ,http://erlebnisgastronomie-nuernberg.de/ ,Drink_Beer gardens,"(49.4536692, 11.0503851)",,,,,,,,,"(49.4536692, 11.0503851)"
0,,49.45076,11.0509,Schanzenbräu Schankwirtschaft ,The beer garden of one of the hippest Nuremberg breweries. Serve delicious locally-brewed beer.,wikivoyage,red,Adam-Klein-Straße 27 ,https://www.schanzenbraeu.de/schankwirtschaft/ ,Drink_Beer gardens,"(49.45076, 11.0509)",,,,,,,,,"(49.45076, 11.0509)"
2,,49.4492452,11.0824146,Kulturgarten ,At the local cultural centre Künstlerhaus.,wikivoyage,red,Königstraße 39 ,http://www.k4-kulturgarten.de/ ,Drink_Beer gardens,"(49.4492452, 11.0824146)",,,,,,,,,"(49.4492452, 11.0824146)"
1,,49.4531,11.08579,Restaurant und Biergarten Kopernikus im Krakauer Haus ,A restaurant with a special beer garden which is nicely located on the city wall and also has tables along the city wall on a wooden path used with the fortification; the building housing the restaurant is a cultural centre connecting the region with Poland.,wikivoyage,red,Hintere Insel Schütt 34 ,https://www.restauration-kopernikus.de/ ,Drink_Beer gardens,"(49.4531, 11.08579)",,,,,,,,,"(49.4531, 11.08579)"
0,,49.4500325,11.0828251,Marientorzwinger,,wikivoyage,red,Lorenzer Straße 33 ,http://www.wirtshaus-marientorzwinger.de/ ,Drink_Beer gardens,"(49.4500325, 11.0828251)",,,,,,,,,"(49.4500325, 11.0828251)"
2,,49.4510853,11.0910124,Wiesn' Biergarten on Wörder Wiese ,,wikivoyage,red,Wöhrder Wiese ,http://www.wiesn-biergarten.de/index.html ,Drink_Beer gardens,"(49.4510853, 11.0910124)",,,,,,,,,"(49.4510853, 11.0910124)"
1,,49.453872,11.077298,--,,wikivoyage,red,,,Drink_Beer gardens,"(49.453872, 11.077298)",,,,,,,,,"(49.453872, 11.077298)"
0,,49.4574744,11.0741441,Wanderer and Bieramt ,"Not a beer garden, but a place popular amongst locals and tourists. You can sit at the square, which becomes quite crowded on warm summer nights.",wikivoyage,red, Beim Tiergärtnertor 2 - 6 ,http://www.cafe-wanderer.de/ ,Drink_Beer gardens,"(49.4574744, 11.0741441)",,,,,,,,,"(49.4574744, 11.0741441)"
2,,49.44464,11.09362,Arsch &amp; Friedrich ,,wikivoyage,red,Untere Baustraße 14 ,https://facebook.com/arschundfriedrich/ ,Drink_Beer,"(49.44464, 11.09362)",,,,,,,,,"(49.44464, 11.09362)"
1,,49.4495881,11.0806274,Kater Murr ,"A friendly pub, with ties to the local creative scene, which regularly hosts exhibitions and from time to time other cultural events.",wikivoyage,red,Johannesgasse 14 ,https://kater-murr.com/ ,Drink_Beer,"(49.4495881, 11.0806274)",,,,,,,,,"(49.4495881, 11.0806274)"
0,,49.449396,11.0801723,Hannemann ,"A bar in between your grandma's style of living room (and similarly relaxed) and a hip modern place – if you want to chat with friends or just hang around easy-going people, that's one of the places you can choose.",wikivoyage,red,Johannesgasse 22 ,https://facebook.com/pg/barhannemann/ ,Drink_Beer,"(49.449396, 11.0801723)",,,,,,,,,"(49.449396, 11.0801723)"
1,,49.455017,11.0723419,Mata Hari Bar ,"One of the places where it's easiest to get into conversations when you're coming by yourself. A small but atmosphere-packed place, where you can often hardly move but have great evenings talking about everyone and his brother.",wikivoyage,red,Weißgerbergasse 31 ,http://www.mataharibar.de/ ,Drink_Beer,"(49.455017, 11.0723419)",,,,,,,,,"(49.455017, 11.0723419)"
0,,49.4492998,11.0785407,Barfüßer ,"A large, lively German-style beer hall, where you can have a keg delivered to your table for you to pour your own drinks. Hearty Franconian food is on the menu, and they brew their own blonde beer.",wikivoyage,red,Hallplatz 2 ,http://www.barfuesser-nuernberg.de ,Drink_Beer,"(49.4492998, 11.0785407)",,,,,,,,,"(49.4492998, 11.0785407)"
11,,49.452895,11.0744538,Di Simo - caffè e vini ,Nice location overlooking the river.,wikivoyage,red,Trödelmarkt 5-7 ,http://di-simo.de/ ,Drink_Cafés,"(49.452895, 11.0744538)",,,,,,,,,"(49.452895, 11.0744538)"
10,,49.4657214,11.0885963,Café Kirsch,"A cosy and inclusive café where people with and without handicaps cooperate. Unfortunately, at the site, access for people with disabilities is limited (elevated ground floor without a ramp).",wikivoyage,red,,https://www.cafe-kirsch.de,Drink_Cafés,"(49.4657214, 11.0885963)",,,,,,,,,"(49.4657214, 11.0885963)"
9,,49.4470669,11.078517,Eddy Would Attack ,"A crazy combination of a bike repair shop and café, located centrally in Nurembergs red light area; offers breakfast, cakes etc. – and newspapers and bike journals to read",wikivoyage,red,Frauentormauer 18 ,https://www.eddywouldattack.de/ ,Drink_Cafés,"(49.4470669, 11.078517)",,,,,,,,,"(49.4470669, 11.078517)"
8,,49.4457,11.1062,Hildes Backwut ,"A traditional bakery with a café, where they bake delicious bread, pastry, cakes.",wikivoyage,red,Schloßstraße 48 ,http://www.hildesbackwut.de/ ,Drink_Cafés,"(49.4457, 11.1062)",,,,,,,,,"(49.4457, 11.1062)"
7,,49.46097,11.07042,Caffé Fatal ,A nice caffé with small dishes and a great breakfasts buffet.,wikivoyage,red,Jagdstraße 16 ,http://caffe-fatal.de/ ,Drink_Cafés,"(49.46097, 11.07042)",,,,,,,,,"(49.46097, 11.07042)"
6,,49.44571,11.06083,Café Mainheim ,a nice and friendly café with a lot of space and air to breathe. Provides free WiFi for guests.,wikivoyage,red,Bauerngasse 18 (Gostenhof) ,http://www.cafemainheim.de/ ,Drink_Cafés,"(49.44571, 11.06083)",,,,,,,,,"(49.44571, 11.06083)"
5,,49.4570577,11.0625243,Zumikon ,"Summer retreat and a friendly café with cake and partly also small, fresh dishes and great ice cream.",wikivoyage,red,Großweidenmühlstraße 21 , ,Drink_Cafés,"(49.4570577, 11.0625243)",,,,,,,,,"(49.4570577, 11.0625243)"
4,,49.45166,11.05413,Salon Regina ,A café at day and a nice bar with a variety of people in the early evening - good to visit during daytime or to start your evening in Gostenhof.,wikivoyage,red,Fürther Straße 64 , ,Drink_Cafés,"(49.45166, 11.05413)",,,,,,,,,"(49.45166, 11.05413)"
3,,49.45197,11.08174,Zeitungs-Café Herrmann Kesten ,"A quiet retreat off city life, you may perfectly head here to read one of the many newspapers they offer or something you bring for yourself, for example.",wikivoyage,red,Peter-Vischer-Straße 3 , ,Drink_Cafés,"(49.45197, 11.08174)",,,,,,,,,"(49.45197, 11.08174)"
2,,49.45244,11.06452,Balazzo Brozzi ,A somewhat alternative café also regularly hosting subculture.,wikivoyage,red, ,http://www.balazzobrozzi.de ,Drink_Cafés,"(49.45244, 11.06452)",,,,,,,,,"(49.45244, 11.06452)"
1,,49.4631762,11.0774559,Café Kaulbach ,The venue of the two great cake bakers that formerly operated the Café Wohlleben.,wikivoyage,red,Schweppermannstraße 28 ,http://www.daskaulbach.de/ ,Drink_Cafés,"(49.4631762, 11.0774559)",,,,,,,,,"(49.4631762, 11.0774559)"
0,,49.44523,11.08935,Kaffee Hörna ,A tiny modern café with delicious Swedish-style cakes.,wikivoyage,red,Scheurlstr. 11 , ,Drink_Cafés,"(49.44523, 11.08935)",,,,,,,,,"(49.44523, 11.08935)"
2,,49.4550518,11.0749285,Essigbrätlein ,Famous gourmet cuisine.,wikivoyage,red,Weinmarkt 3 ,http://www.essigbraetlein.de/ ,Eat_Splurge,"(49.4550518, 11.0749285)",,,,,,,,,"(49.4550518, 11.0749285)"
1,,49.4622654,11.0699302,Würzhaus ,"Franconian lunch, on evenings a rather upscale à la carte offering (as of groups of 8, a special menu can be prepared)",wikivoyage,red,Kirchenweg 3a ,http://www.wuerzhaus.info/ ,Eat_Splurge,"(49.4622654, 11.0699302)",,,,,,,,,"(49.4622654, 11.0699302)"
0,,49.4525634,11.0738692,KonTiki ,"Local, Steak and Fish cuisine. Small Beergarden on the river Pegnitz.",wikivoyage,red,Untere Wörthstraße 10-14 ,http://www.kontiki-nuernberg.de/ ,Eat_Splurge,"(49.4525634, 11.0738692)",,,,,,,,,"(49.4525634, 11.0738692)"
11,,49.4498,11.0801,Padelle d'Italia ,"A place to go for authentic Italian cuisine. It may be quite crowded and somewhat loud, but you will most probably find Italians here, too.",wikivoyage,red,Theatergasse 17 ,http://www.padelleditalia.de/de/ ,Eat_Mid-range,"(49.4498, 11.0801)",,,,,,,,,"(49.4498, 11.0801)"
10,,49.45622,11.07429,Albrecht-Dürer-Stube ,"A very traditional Franconian restaurant, frequented by locals and tourists alike. It is a good choice if you want to have some hearty local food in an unpretentious atmosphere. As the venue is small and popular, it is often necessary to have an advance reservation.",wikivoyage,red,Albrecht-Dürer-Straße 6 ,http://www.albrecht-duerer-stube.de/ ,Eat_Mid-range,"(49.45622, 11.07429)",,,,,,,,,"(49.45622, 11.07429)"
9,,49.44165,11.08131,Mesob ,"Ethiopian and Eritrean cuisine; while the atmosphere is merely ok, the staff is friendly and the food delicious.",wikivoyage,red,Pillenreuther Straße 20 ,http://mesob.de/ ,Eat_Mid-range,"(49.44165, 11.08131)",,,,,,,,,"(49.44165, 11.08131)"
8,,49.4576344,11.0674688,Tibet Café Restaurant ,Indian style food,wikivoyage,red,Johannisstr. 28 ,http://cafe-tibet.de/ ,Eat_Mid-range,"(49.4576344, 11.0674688)",,,,,,,,,"(49.4576344, 11.0674688)"
7,,49.4474,11.0833,Sangam Restaurant ,Tasty authentic traditional Indian cuisine,wikivoyage,red,Königstr. 83-87 ,http://sangam-nuernberg.de/ ,Eat_Mid-range,"(49.4474, 11.0833)",,,,,,,,,"(49.4474, 11.0833)"
6,,49.454634,11.0775559,Zum Spießgesellen ,,wikivoyage,red,Rathausplatz 4 ,http://www.spiessgeselle.de ,Eat_Mid-range,"(49.454634, 11.0775559)",,,,,,,,,"(49.454634, 11.0775559)"
5,,49.4543,11.0743,Kuhmuhne ,"If you want tasty burgers without going to a chain of restaurants and regional quality ingredients, this nice burger place is for you. Portions are quite Franconian (i.e. a little too big, maybe ;-)",wikivoyage,red,Weintraubengasse 2 ,http://kuhmuhne-nuernberg.de/ ,Eat_Mid-range,"(49.4543, 11.0743)",,,,,,,,,"(49.4543, 11.0743)"
4,,49.4493938,11.0708994,"Steichele, Hotel & Weinrestaurant. ","Local cuisine. The Steichele has the opportunity to try, dink and buy selected wines from ""Franken"", the ""Pfalz"", ""Südtirol"" and many more producing regions of Germany.",wikivoyage,red,Knorrstraße 2-8 ,http://www.steichele.de/index.php?lang,Eat_Mid-range,"(49.4493938, 11.0708994)",,,,,,,,,"(49.4493938, 11.0708994)"
3,,49.453001,11.0791668,Restaurant Heilig-Geist-Spital ,Mainly local cuisine. Historic dining room situated over the river Pegnitz.,wikivoyage,red,Spitalgasse 16 ,http://www.heilig-geist-spital.de/ ,Eat_Mid-range,"(49.453001, 11.0791668)",,,,,,,,,"(49.453001, 11.0791668)"
2,,49.4549326,11.0767741,Bratwursthäusle ,"Restaurant in the old city centre specializing in roasted sausages. You can see many tourists there as it's one of the most frequented places to have a ""Bratwurst"" (grilled sausage). One of the most common packages is ""Drei im Weckla"" (three [sausages] in a bread roll).",wikivoyage,red,Rathausplatz 1 ,https://die-nuernberger-bratwurst.de/ ,Eat_Mid-range,"(49.4549326, 11.0767741)",,,,,,,,,"(49.4549326, 11.0767741)"
1,,49.455768,11.0765844,Goldenes Posthorn ,Traditional restaurant in the old city centre. Founded in 1498.,wikivoyage,red,Glöckleinsgasse 2 ,http://www.die-nuernberger-bratwurst.de ,Eat_Mid-range,"(49.455768, 11.0765844)",,,,,,,,,"(49.455768, 11.0765844)"
0,,49.448326,11.0708593,Historische Bratwurstküche - Zum Guldenen Stern ,"Restaurant in an old timber-framed house specializing in roasted sausages. Oldest sausage restaurant in the world, since 1419. Located in a small pedestrian zone in the Lorenz district, near Jacobsplatz, walkable distance (ca. 10 minutes) from the central station",wikivoyage,red,Zirkelschmiedsgasse 26 ,http://www.bratwurstkueche.de/ ,Eat_Mid-range,"(49.448326, 11.0708593)",,,,,,,,,"(49.448326, 11.0708593)"
7,,49.4512049,11.0733162, Bra Kebap ,Good fresh ingredients. The dough for Dürüm is freshly prepared. You can choose between veal and chicken when it comes to meat.,wikivoyage,red,Färberstraße 2 , ,Eat_Budget,"(49.4512049, 11.0733162)",,,,,,,,,"(49.4512049, 11.0733162)"
6,,49.4480221,11.078922,Wurstdurst ,Serving the typical German currywurst. Ambiance and food top notch. Cozy atmosphere and super friendly staff. Also offering a tasty vegan currywurst.,wikivoyage,red,Luitpoldstraße 13 , ,Eat_Budget,"(49.4480221, 11.078922)",,,,,,,,,"(49.4480221, 11.078922)"
5,,49.4508854,11.077318,Brezen Kolb ,Brezen Kolb is the undisputed local hero in the Nuremberg pretzel business. Especially recommended with butter and chives.,wikivoyage,red,Karolinenstraße , ,Eat_Budget,"(49.4508854, 11.077318)",,,,,,,,,"(49.4508854, 11.077318)"
4,,49.4542809,11.0823951,Max Express ,Turkey schnitzel and pizza are delicious. Staff very friendly.,wikivoyage,red, Tucherstraße 42, ,Eat_Budget,"(49.4542809, 11.0823951)",,,,,,,,,"(49.4542809, 11.0823951)"
3,,49.4516195,11.0697579,Cafe Treibhaus ,Really a great corner during the day to chill & enjoy. Quiet area and lovely shade on a hot day. A very pleasant and quiet place. Nice to sit outside.,wikivoyage,red,Karl-Grillenberger-Straße 28 , ,Eat_Budget,"(49.4516195, 11.0697579)",,,,,,,,,"(49.4516195, 11.0697579)"
2,,49.4502938,11.0752246,Schlemmer Eck - Schlütter's Echte ,The original Nuremberg sausages from the producer in the city. The place is hidden in a small lane.,wikivoyage,red,Brunnengasse 33 , ,Eat_Budget,"(49.4502938, 11.0752246)",,,,,,,,,"(49.4502938, 11.0752246)"
1,,49.4501,11.0822,Suppdiwupp ,"Great soups and hotpots served with fresh traditional style bread; the offerings change and there are not many dishes, but usually everybody should find something along her/his taste on the menu.",wikivoyage,red,Lorenzer Straße 27 ,http://www.suppdiwupp.com/ ,Eat_Budget,"(49.4501, 11.0822)",,,,,,,,,"(49.4501, 11.0822)"
0,,49.4501,11.0823,Red Curry House ,"South East Asian food, tasty, with very good value for price small dishes",wikivoyage,red,Lorenzer Straße 29 ,https://www.red-curry-house.de/ ,Eat_Budget,"(49.4501, 11.0823)",,,,,,,,,"(49.4501, 11.0823)"
0,,49.4481643,11.0718689,Mono-Ton ,,wikivoyage,red,Färberstraße 44 ,http://www.mono-ton.eu/ ,Buy_Records,"(49.4481643, 11.0718689)",,,,,,,,,"(49.4481643, 11.0718689)"
